"NAN_ART_ID","WG_2_ID","WG_2_TXT","WG_3_ID","WG_3_TXT","WG_4_ID","WG_4_TXT"
108394645,117,GEMUESE/KARTOFFELN              ,1174,BLATTSALATE                     ,11744,BUNTE SALATE                    
101200085,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1145,FISCH GEKUEHLT - SB -           ,11455,FISCHFEINKOST - SB -            
107191733,134,BROTAUFSTRICH/FERTIGSAUCEN      ,1341,FRUCHTBROTAUFSTRICHE            ,13411,KONFITUEREN/MARMELADEN/GELEES   
108793589,167,"STRICK-UND STRUMPFWAREN,HEMDEN  ",1678,DA- U. HE-SPORTBEKLEIDUNG       ,16789,SPORTBEKLEIDUNG MARKE ROADSIGN  
100965461,146,"ALKOHOLFR.GETRAENKE,WASSER,LIM  ",1464,LIMONADEN                       ,14644,"LIMONADEN,PACKUNG/PET EW        "
108691093,115,CONVENIENCE                     ,1158,SOFORTV. SNACKS                 ,11586,SOFORTV. SUSHI-SB               
105223733,128,"BACKARTIKEL,PUDDING             ",1282,"FERTIGTEIG,BACKMISCHUNGEN       ",12821,BACKMISCHUNGEN                  
108832181,157,MUNDPFLEGEMITTEL                ,1571,ZAHNCREME                       ,15711,ZAHNCREME                       
103546549,117,GEMUESE/KARTOFFELN              ,1178,FEIN- UND STENGELGEMÜSE         ,11786,KRÄUTER                         
107737461,123,TK-FERTIGGERICHTE/TK-O+G        ,1232,"TK-PIZZEN,BAGUETTES,QUICHES     ",12321,TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE 
102273013,147,"SAEFTE,NEKTARE U. FRUCHTSAFTGE  ",1473,"MEHRFRUCHTSAEFTE, NEKTARE ETC.  ",14732,MEHRFRUCHTSAEF.FL.EW GLAS/PET   
109240853,127,NAEHRMITTEL                     ,1274,REIS/SÄTTIGUNGSBEILA.AUS GETREID,12742,REIS IM KOCHBEUTEL              
104225112,148,SEKT U. SCHAUMWEIN              ,1481,SEKT U. SCHAUMWEIN              ,14814,SEKT U. SCHAUMWEIN SPANIEN      
108448853,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1335,FEINKOST NICHT GEKUEHLT V-MWST  ,13353,ASIA-/CHILISAUCE                
101102357,119,EIER                            ,1193,"EIER, PACKUNG BODENHALTUNG      ",11931,"EIER, PACKUNG BODENHALTUNG      "
108056469,121,MILCH UND MOLKEREIPRODUKTE      ,1218,JOGHURT                         ,12182,FRUCHTJOGHURT EINWEG            
101966933,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1334,FEINKOST NICHT GEKUEHLT E-MWST  ,13344,SPEZIALITAETEN/EXOTEN           
100099413,154,PUTZ- UND REINIGUNGSMITTEL      ,1545,HAUSHALTSPFLEGE/SPEZIALREINIGE  ,15454,METALLPFLEGE/ENTKALKER          
104840917,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1333,"KETCHUP,FERTIGSAUCEN            ",13331,GRILLSAUCEN UND DIPS GLAS       
108260501,121,MILCH UND MOLKEREIPRODUKTE      ,1218,JOGHURT                         ,12182,FRUCHTJOGHURT EINWEG            
108716373,132,"GEWUERZE,SALZ,ESSIG,OEL,SENF    ",1324,SENF/MEERRETTICH                ,13241,SENF TUBE/PORTION               
109232885,116,OBST                            ,1165,TAFELTRAUBEN                    ,11654,TRAUBEN DUNKEL KERNLOS          
103005909,147,"SAEFTE,NEKTARE U. FRUCHTSAFTGE  ",1478,GETRAENKE E.-MWST.              ,14782,KONZENTR. F.WASSERAUFB.E-MWST.  
108318901,112,BACKWAREN BED. / BAKE OFF       ,1125,SNACKS/FRISCHKUCHEN BAKE OFF    ,11252,SNACKS SÜß BAKE OFF             
107926933,156,HAARPFLEGEMITTEL                ,1562,HAARSPRAY/-LACK                 ,15622,HAARSPRAY/-LACK (AEROSOL)       
102150229,121,MILCH UND MOLKEREIPRODUKTE      ,1212,SAUERMILCH                      ,12121,BUTTERMILCH/DICKMILCH           
107891989,127,NAEHRMITTEL                     ,1274,REIS/SÄTTIGUNGSBEILA.AUS GETREID,12743,REIS-SPEZIALITAETEN             
108129557,119,EIER                            ,1196,"EIER, GEKOCHT                   ",11969,BIO EIER                        
107910005,112,BACKWAREN BED. / BAKE OFF       ,1125,SNACKS/FRISCHKUCHEN BAKE OFF    ,11252,SNACKS SÜß BAKE OFF             
108038229,134,BROTAUFSTRICH/FERTIGSAUCEN      ,1343,HONIG                           ,13431,HONIG                           
102465365,121,MILCH UND MOLKEREIPRODUKTE      ,1216,SPEISEQUARK UND SCHICHTKAESE    ,12161,SPEISEQUARK/SCHICHTKÄSE/BROTAUFS
102842517,140,GEBAECK                         ,1401,SUESSGEBAECK                    ,14014,SANDWICHGEBÄCK                  
108704053,178,"SPIELWAREN,KINDERFAHRZEUGE      ",1783,GESELLSCHAFTS-/BESCHAEFTIGUNGS  ,17836,GESELLSCHAFTSSPIEL/LERNSPIEL    
108020181,123,TK-FERTIGGERICHTE/TK-O+G        ,1232,"TK-PIZZEN,BAGUETTES,QUICHES     ",12321,TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE 
100145653,136,OBST- U. GEMUESEKONSERVEN       ,1368,SAUERKRAUT/ROTKRAUT             ,13682,ROTKRAUT                        
107890069,119,EIER                            ,1192,"EIER,PACKUNG FREILAND           ",11921,"EIER, PACKUNG FREILAND          "
101239256,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1142,FERTIGSALAT/ANTIPASTI/FEINK.SB  ,11421,FERTIGSALATE (+DESSERT) - SB -  
101918840,142,WEIN                            ,1425,ROTWEIN DEUTSCHLAND TEIL 1      ,14254,ROTWEIN RHEINGAU                
101119832,146,"ALKOHOLFR.GETRAENKE,WASSER,LIM  ",1467,EISTEE                          ,14673,EISTEE PACKUNG/PET EINWEG       
107771573,117,GEMUESE/KARTOFFELN              ,1176,TOMATEN                         ,11763,SNACKTOMATEN                    
108284821,178,"SPIELWAREN,KINDERFAHRZEUGE      ",1783,GESELLSCHAFTS-/BESCHAEFTIGUNGS  ,17833,"MODELBAU,HOBBY U.BASTELARTIKEL  "
102750328,136,OBST- U. GEMUESEKONSERVEN       ,1364,GEMUESE DOSE                    ,13641,GEMUESE DOSE                    
108092469,153,WASCHMITTEL                     ,1531,GROB- UND VOLLWASCHMITTEL       ,15311,GROB- U. VOLLWASCHMITTEL PULVE  
108139893,104,FLEISCH-SPEZIALITAET./VEREDELU  ,1041,FLEISCH-SPEZIALITAETEN  E-MWST  ,10412,VEREDELUNGSPRODUKTE FLEISCH     
104798392,131,SUPPEN U. FERTIGGERICHTE        ,1311,TROCKENSUPPEN                   ,13111,TROCKENSUPPEN-BEUTEL/-PAECKCHE  
100027448,116,OBST                            ,1168,"OBST-SPEZIALITAETEN,EXOTEN      ",11688,KAKI / SHARON                   
101987800,132,"GEWUERZE,SALZ,ESSIG,OEL,SENF    ",1325,GEWUERZE TROCKEN                ,13251,GEWÜRZE MONO BEUTEL/NACHFÜLLER  
108269208,140,GEBAECK                         ,1401,SUESSGEBAECK                    ,14014,SANDWICHGEBÄCK                  
102774328,158,KOERPERPFLEGEMITTEL             ,1584,DEODORANTIEN                    ,15843,DEOROLLER/-STIFTE/-CREME        
101334840,127,NAEHRMITTEL                     ,1271,KARTOFFELTROCKENPRODUKTE        ,12711,KNOEDEL                         
108789848,138,SCHOKOLADENWAREN                ,1385,PRALINEN                        ,13851,MONOPRALINEN                    
108830904,113,BROT UND KUCHEN SB              ,1136,KNÄCKE/ZWIEBACK/REIS-/MAISWAFFEL,11361,KNÄCKEBROT                      
108540280,109,FLEISCH CONVEN./WURST/SCHINK/   ,1092,BRUEH-/BRATWURST -SB -          ,10926,BRUEHWURST-GEFL.-KUEHLBED.-SB   
107919992,128,"BACKARTIKEL,PUDDING             ",1284,"BACKZUTATEN,SONSTIGE BACKARTIK  ",12844,BACKDEKOR                       
101205974,115,CONVENIENCE                     ,1151,FOOD SERVICE CONV.SELBST.VERKA  ,11514,DESSERT CONVENIENCE EIGENPROD.  
100993942,167,"STRICK-UND STRUMPFWAREN,HEMDEN  ",1675,DA-STRUMPFWAREN                 ,16754,DA-FEINSTRUMPFHOSEN             
102453174,142,WEIN                            ,1421,WEISSWEIN DEUTSCHLAND TEIL 1    ,14216,WEISSWEIN PFALZ                 
108331830,129,BABY                            ,1298,BABYPFLEGE U. BEDARF            ,12981,BABYPFLEGE                      
100483958,127,NAEHRMITTEL                     ,1274,REIS/SÄTTIGUNGSBEILA.AUS GETREID,12743,REIS-SPEZIALITAETEN             
107981351,121,MILCH UND MOLKEREIPRODUKTE      ,1213,MILCHGETRÄNKE E-MWST            ,12131,H-MILCH E-MWST                  
108342983,121,MILCH UND MOLKEREIPRODUKTE      ,1218,JOGHURT                         ,12182,FRUCHTJOGHURT EINWEG            
107236359,147,"SAEFTE,NEKTARE U. FRUCHTSAFTGE  ",1473,"MEHRFRUCHTSAEFTE, NEKTARE ETC.  ",14732,MEHRFRUCHTSAEF.FL.EW GLAS/PET   
103459189,113,BROT UND KUCHEN SB              ,1134,TOAST / SANDWICH SB             ,11342,TOAST / SANDWICH WEIß SB        
108756149,153,WASCHMITTEL                     ,1535,FLECKENREINIG/ENTFAERBER/FARBE  ,15351,"FLECKENREINIGER,-SALZ,ENTFAERB  "
108826133,157,MUNDPFLEGEMITTEL                ,1571,ZAHNCREME                       ,15711,ZAHNCREME                       
102605557,158,KOERPERPFLEGEMITTEL             ,1584,DEODORANTIEN                    ,15841,DEOSPRAY                        
106260853,113,BROT UND KUCHEN SB              ,1136,KNÄCKE/ZWIEBACK/REIS-/MAISWAFFEL,11361,KNÄCKEBROT                      
107829813,109,FLEISCH CONVEN./WURST/SCHINK/   ,1092,BRUEH-/BRATWURST -SB -          ,10926,BRUEHWURST-GEFL.-KUEHLBED.-SB   
108488725,115,CONVENIENCE                     ,1158,SOFORTV. SNACKS                 ,11581,SOFORTV. BROTSNACKS CONV.GEK.   
102045781,105,PUTENFLEISCH                    ,1052,PUTENFLEISCH SB                 ,10521,PUTENFLEISCH SB                 
103279221,165,FOOD/NONFOOD TIER; ZOOLO.ARTIKEL,1651,FOOD HUND                       ,16512,DOSENNAHRUNG HUND               
108125045,117,GEMUESE/KARTOFFELN              ,1171,"KARTOFFELN, SÜSSKARTOFFELN      ",11711,KARTOFFELN                      
107641877,122,"TK-FLEISCH,-FISCH,-SPEZIALITAE  ",1222,TK-HAEHNCHEN                    ,12223,TK-SUPPENHUHN                   
108287573,121,MILCH UND MOLKEREIPRODUKTE      ,1211,FRISCHMILCH/-GETRAENKE          ,12118,MILCHALTERN.FRISCHEDRINKS V-MWST
100116760,136,OBST- U. GEMUESEKONSERVEN       ,1363,GEMUESE GLAS                    ,13631,GEMUESE GLAS/PACKUNG            
101281880,130,"BIO-,DIAETKOST/HEIL-,STAERKUNG  ",1308,BIOKOST/VOLLW/REFORM E-MWST     ,13086,BROT-U.BACKW.GLUTEN-/LAKTOSEFREI
102559544,121,MILCH UND MOLKEREIPRODUKTE      ,1218,JOGHURT                         ,12182,FRUCHTJOGHURT EINWEG            
108316408,127,NAEHRMITTEL                     ,1279,GETREIDE UND SAATEN             ,12791,"GETREIDE, ÖL UND KEIMSAATEN     "
100544824,127,NAEHRMITTEL                     ,1277,"HAFERFLOCKEN, MÜSLI,RIEGEL      ",12777,MÜSLIRIEGEL GETREIDE            
108287637,121,MILCH UND MOLKEREIPRODUKTE      ,1218,JOGHURT                         ,12188,MILCHALTERN.FRISCHE             
108823637,115,CONVENIENCE                     ,1158,SOFORTV. SNACKS                 ,11586,SOFORTV. SUSHI-SB               
107671989,111,KAESE - SB -                    ,1113,WEICHKAESE - SB -               ,11131,WEICHKAESE - SB -               
107202901,109,FLEISCH CONVEN./WURST/SCHINK/   ,1094,ROH-/DAUERWURST - SB -          ,10946,ROH-/DAUERWURS-GEFL.-SB-KUEHLBED
108017109,140,GEBAECK                         ,1401,SUESSGEBAECK                    ,14016,WAFFELN                         
102432152,101,RINDFLEISCH                     ,1012,RINDFLEISCH SB                  ,10121,RINDFLEISCH SB                  
101231544,101,RINDFLEISCH                     ,1011,RINDFLEISCH BED.                ,10111,RINDFLEISCH BED.                
102116472,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1331,"FIX SAUCEN, FIX PRODUKTE        ",13314,SALATSAUCEN NASS                
108739736,130,"BIO-,DIAETKOST/HEIL-,STAERKUNG  ",1304,REDUKTIONSKOST/SPORTLERNAHRUNG  ,13047,PROTEIN LEBENSMITTEL SONSTIGE   
102545173,177,SCHREIBWAREN/EINWEGGESCHIRR/KE  ,1776,GRUSSKARTE/GESCHENKPAP/ZIERBAN  ,17761,GRUSS-/GLUECKWUNSCHKARTE        
103355768,148,SEKT U. SCHAUMWEIN              ,1481,SEKT U. SCHAUMWEIN              ,14818,WEINHALTIGE/WEINÄHNL. GETRÄNKE  
108672888,162,"PAPIER/FOL/BEUT, MEHRWERTDIENSTE",1625,"FOLIEN,BEUTEL,ZUBEHOER          ",16254,MÜLLBEUTEL                      
108020664,117,GEMUESE/KARTOFFELN              ,1171,"KARTOFFELN, SÜSSKARTOFFELN      ",11711,KARTOFFELN                      
107813400,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1146,FRISCHE TEIGWAREN/PIZZEN/BAGUE  ,11461,FRISCHNUDELN - SB -             
104922328,113,BROT UND KUCHEN SB              ,1133,SCHNITTBROT - SB -              ,11332,KÖRNERBROT GESCHNITEN SB        
101233336,150,KAFFEE                          ,1506,PADS HEIßGETRÄNKE               ,15061,PADSYSTEM (INKL. TEE U. KAKAO)  
102983992,165,FOOD/NONFOOD TIER; ZOOLO.ARTIKEL,1652,FOOD KATZE INKL. STREU          ,16523,SCHALE KATZE                    
101007064,167,"STRICK-UND STRUMPFWAREN,HEMDEN  ",1676,HE-STRUMPFWAREN                 ,16762,HE-STRICKSOCKEN                 
108785080,132,"GEWUERZE,SALZ,ESSIG,OEL,SENF    ",1325,GEWUERZE TROCKEN                ,13251,GEWÜRZE MONO BEUTEL/NACHFÜLLER  
102886776,111,KAESE - SB -                    ,1113,WEICHKAESE - SB -               ,11132,FETA/FETAÄHNLICH -SB-           
108569272,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1331,"FIX SAUCEN, FIX PRODUKTE        ",13312,FIXE PULVER / TROCKEN           
108609944,109,FLEISCH CONVEN./WURST/SCHINK/   ,1092,BRUEH-/BRATWURST -SB -          ,10921,BRUEHWURST KUEHLBED.-SB         
100345176,146,"ALKOHOLFR.GETRAENKE,WASSER,LIM  ",1462,STILLE WASSER/HEILW./M.ZUSATZ   ,14628,WASSER M. ZUSATZ PK/PET EW      
108131318,116,OBST                            ,1161,ZITRUSFRUECHTE                  ,11614,ZITRONEN                        
107772502,139,ZUCKERWAREN                     ,1394,"FRUCHTGUMMI,LAKRITZE            ",13941,FRUCHTGUMMI                     
108022294,123,TK-FERTIGGERICHTE/TK-O+G        ,1231,TK-FERTIGGERICHTE               ,12315,TK-FERTIGGERICHTE BEUTEL        
108011126,115,CONVENIENCE                     ,1159,SOFORTV. OBST/GEMÜSE U. DESSERT ,11591,SOFORTV. OBST CONV.             
107225334,146,"ALKOHOLFR.GETRAENKE,WASSER,LIM  ",1468,SCHORLEN                        ,14681,SCHORLE FLASCHE MEHRWEG         
108895030,115,CONVENIENCE                     ,1158,SOFORTV. SNACKS                 ,11586,SOFORTV. SUSHI-SB               
103630358,140,GEBAECK                         ,1401,SUESSGEBAECK                    ,14012,BISKUIT-/EIERGEBÄCK             
102228854,154,PUTZ- UND REINIGUNGSMITTEL      ,1541,GESCHIRRSPUELMITTEL             ,15412,MASCHINENGESCHIRRSPÜLMITTEL     
102303879,112,BACKWAREN BED. / BAKE OFF       ,1125,SNACKS/FRISCHKUCHEN BAKE OFF    ,11251,SNACKS HERZHAFT BAKEOFF         
100195271,150,KAFFEE                          ,1503,INSTANTKAFFEE/CAPPUCCINO        ,15031,INSTANTKAFFEE E-MWST.           
107798887,158,KOERPERPFLEGEMITTEL             ,1583,BADEZUSAETZE UND DUSCHBAEDER    ,15831,DUSCHBAD (INKL.DUSCHGELE) 2IN1  
108741944,165,FOOD/NONFOOD TIER; ZOOLO.ARTIKEL,1658,FOOD VOGEL KLEINTIER.INKL. STREU,16586,WILDVOGELFUTTER                 
108925496,127,NAEHRMITTEL                     ,1272,TEIGWAREN                       ,12724,ITALIENISCHE TEIGWAREN          
101462870,115,CONVENIENCE                     ,1151,FOOD SERVICE CONV.SELBST.VERKA  ,11514,DESSERT CONVENIENCE EIGENPROD.  
105449014,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1143,FERTIGGERICHTE GEKUEHLT - SB -  ,11438,KARTOFFELSPEZIALITÄT GEKÜHLT-SB 
100432056,139,ZUCKERWAREN                     ,1391,BONBONS                         ,13912,KARAMEL-/SCHOKOBONBONS          
103004053,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1334,FEINKOST NICHT GEKUEHLT E-MWST  ,13344,SPEZIALITAETEN/EXOTEN           
106401333,136,OBST- U. GEMUESEKONSERVEN       ,1364,GEMUESE DOSE                    ,13641,GEMUESE DOSE                    
101331349,116,OBST                            ,1167,TROCKENFRUECHTE/NUESSE/KOERNER  ,11671,KERNE/NÜSSE (IND. VERP.)        
101498744,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1332,BRUEHEN U. BOUILLONS            ,13321,BRUEHEN U. BOUILLONS            
108497080,123,TK-FERTIGGERICHTE/TK-O+G        ,1236,TK-SNACKS                       ,12361,TK-SNACKS                       
101211512,106,HÄHNCHENFLEISCH                 ,1069,KASSENSUMPF SERVICE             ,10699,KASSENSUMPF SERVICE             
101436024,138,SCHOKOLADENWAREN                ,1381,SCHOKOLADE MASSIV               ,13811,SCHOKOLADE BIS 100 G            
107237176,135,"FLEISCH-,WURST-U. FISCHKONSERV  ",1355,FISCHKONSERVEN U. -PRAESERVEN   ,13552,THUNFISCH                       
108490808,140,GEBAECK                         ,1401,SUESSGEBAECK                    ,14014,SANDWICHGEBÄCK                  
103252534,131,SUPPEN U. FERTIGGERICHTE        ,1314,FERTIGGERICHTE TROCKEN          ,13142,FERTIGGERICHTE INSTANT          
108431798,136,OBST- U. GEMUESEKONSERVEN       ,1364,GEMUESE DOSE                    ,13641,GEMUESE DOSE                    
109219510,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1142,FERTIGSALAT/ANTIPASTI/FEINK.SB  ,11421,FERTIGSALATE (+DESSERT) - SB -  
103285750,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1142,FERTIGSALAT/ANTIPASTI/FEINK.SB  ,11424,ANTIPASTI GEK. SB               
102180597,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1334,FEINKOST NICHT GEKUEHLT E-MWST  ,13342,ANTIPASTI / GEMÜSE FEINKOST     
107791765,138,SCHOKOLADENWAREN                ,1386,PRALINENAEHNLICHE PRODUKTE      ,13861,PRALINENAEHNLICHE PRODUKTE      
108191030,147,"SAEFTE,NEKTARE U. FRUCHTSAFTGE  ",1474,"SONST. OBSTSAEFTE, NEKTARE ETC  ",14743,SONSTIGE OBSTSAEFTE PACKUNG     
107857173,111,KAESE - SB -                    ,1113,WEICHKAESE - SB -               ,11132,FETA/FETAÄHNLICH -SB-           
101424972,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1146,FRISCHE TEIGWAREN/PIZZEN/BAGUE  ,11463,VEGETARISCHE FEINKOST - SB      
105143020,126,"MEHL,ZUCKER UND EINMACHPRODUKT  ",1264,EINMACHPRODUKTE E-MWST.         ,12641,EINMACHPRODUKTE E-MWST.         
101184620,144,"SPIRITUOSEN, APERITIFS, LIKÖRE  ",1446,SPIRITUOSEN SPEZIALITÄTEN       ,14462,PREMIX GETRÄNKE                 
107354444,138,SCHOKOLADENWAREN                ,1381,SCHOKOLADE MASSIV               ,13811,SCHOKOLADE BIS 100 G            
108823980,136,OBST- U. GEMUESEKONSERVEN       ,1361,OBSTKONSERVEN GLAS/PACKUNG      ,13611,OBSTKONSERVEN GLAS/PACKUNG      
108362956,113,BROT UND KUCHEN SB              ,1133,SCHNITTBROT - SB -              ,11332,KÖRNERBROT GESCHNITEN SB        
108452464,117,GEMUESE/KARTOFFELN              ,1175,"WURZELGEMUESE, KÜRBISS          ",11751,KAROTTEN                        
107900172,145,BIER                            ,1456,"ALKOHOLFR.-,LEICHT,-DIÄTBIER    ",14565,ALK FREI BIERMISCHGETRÄNK FL. MW
103140940,109,FLEISCH CONVEN./WURST/SCHINK/   ,1091,BAUCH- U. RUECKENSPECK - SB -   ,10911,BAUCH-U.RUECKENSPECK -SB-KUEHL  
100916268,112,BACKWAREN BED. / BAKE OFF       ,1126,BROT/KUCHEN BEDIENUNG           ,11265,FRISCHKUCHEN/STOLLENBED.        
102383180,162,"PAPIER/FOL/BEUT, MEHRWERTDIENSTE",1625,"FOLIEN,BEUTEL,ZUBEHOER          ",16253,TIEFKUEHLBEUTEL                 
107790028,195,DIVERSE NON-FOOD                ,1958,SAISONARTIKEL NON-FOOD          ,19582,NON-FOOD ADVENTS-/WEIHN.ARTIK.  
102374700,109,FLEISCH CONVEN./WURST/SCHINK/   ,1092,BRUEH-/BRATWURST -SB -          ,10921,BRUEHWURST KUEHLBED.-SB         
108319756,146,"ALKOHOLFR.GETRAENKE,WASSER,LIM  ",1464,LIMONADEN                       ,14641,LIMONADEN FLASCHE MEHRWEG       
108862924,115,CONVENIENCE                     ,1159,SOFORTV. OBST/GEMÜSE U. DESSERT ,11593,SOFORTV. SALATSCHALE/-BOX CONV. 
102199116,150,KAFFEE                          ,1507,KAPSELSYSTEME HEIßGETRÄNKE      ,15073,KAPSEL NESPRESSO KOMP.          
108667564,162,"PAPIER/FOL/BEUT, MEHRWERTDIENSTE",1624,TRAGETASCHEN-VERKAUF            ,16241,TRAGETASCHEN                    
100139244,117,GEMUESE/KARTOFFELN              ,1174,BLATTSALATE                     ,11744,BUNTE SALATE                    
102655152,109,FLEISCH CONVEN./WURST/SCHINK/   ,1092,BRUEH-/BRATWURST -SB -          ,10921,BRUEHWURST KUEHLBED.-SB         
108778064,177,SCHREIBWAREN/EINWEGGESCHIRR/KE  ,1772,BUEROBEDARF                     ,17724,KLEBSTOFF/-BAND/-STIFTE         
101014508,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1331,"FIX SAUCEN, FIX PRODUKTE        ",13312,FIXE PULVER / TROCKEN           
107180592,109,FLEISCH CONVEN./WURST/SCHINK/   ,1093,KOCHWURST - SB -                ,10931,KOCHWURST - SB -KUEHLBED.       
105910480,124,"TK-EIS,BACK- UND SUESSWAREN     ",1242,SPEISEEIS HAUSHALTSPACKUNGEN    ,12423,EIS-HAUSHALTSPACKUNGEN AB 500ML 
107054992,114,FEINKOST/FERTIGSALATE/FRI.PIZZ  ,1146,FRISCHE TEIGWAREN/PIZZEN/BAGUE  ,11463,VEGETARISCHE FEINKOST - SB      
102094896,132,"GEWUERZE,SALZ,ESSIG,OEL,SENF    ",1325,GEWUERZE TROCKEN                ,13258,GETROCKNETE PILZE               
107369808,145,BIER                            ,1457,HELLES BIER                     ,14571,HELL MEHRWEG                    
102217228,113,BROT UND KUCHEN SB              ,1133,SCHNITTBROT - SB -              ,11333,WEIßBROT/SÜßBROT GESCHNITTEN SB 
103719120,133,"SAUCEN,BRÜHEN,FEINKOST,FIXPROD. ",1336,MAYONNAISE                      ,13362,MAYONNAISE GLAS                 
107078288,119,EIER                            ,1196,"EIER, GEKOCHT                   ",11969,BIO EIER                        
108255372,102,SCHWEINEFLEISCH                 ,1022,SCHWEINEFLEISCH - SB -          ,10222,KASSELER SB                     
100762028,147,"SAEFTE,NEKTARE U. FRUCHTSAFTGE  ",1473,"MEHRFRUCHTSAEFTE, NEKTARE ETC.  ",14733,MEHRFRUCHTSAEFTE PACKUNG        
107241132,157,MUNDPFLEGEMITTEL                ,1571,ZAHNCREME                       ,15711,ZAHNCREME                       
108363824,177,SCHREIBWAREN/EINWEGGESCHIRR/KE  ,1776,GRUSSKARTE/GESCHENKPAP/ZIERBAN  ,17762,"GESCHENKPAP., PACKPAPIER, KORDEL"
107499248,126,"MEHL,ZUCKER UND EINMACHPRODUKT  ",1261,MEHL                            ,12612,DINKEL- ROGGEN- SPEZIALMEHL     
107162896,121,MILCH UND MOLKEREIPRODUKTE      ,1211,FRISCHMILCH/-GETRAENKE          ,12111,FRISCHMILCH EINWEG              
104529456,120,"BUTTER,FETTE                    ",1201,BUTTER                          ,12012,BUTTERZUBEREITUNG               
100553744,146,"ALKOHOLFR.GETRAENKE,WASSER,LIM  ",1464,LIMONADEN                       ,14644,"LIMONADEN,PACKUNG/PET EW        "
108388880,137,SALZGEBÄCK/KNABBERKERNE         ,1371,CHIPS/EXTRUDER                  ,13712,KESSELCHIPS                     
108220176,118,"BLUMEN/-ERDE,SAEMEREIEN,DUENGE  ",1182,TOPFBLUMEN/BEPFLANZTE GEFÄSSE   ,11822,TOPFBLUMEN BLUEHEND             
107321580,123,TK-FERTIGGERICHTE/TK-O+G        ,1234,TK-GEMUESE                      ,12345,TK-GEMUESEMISCHUNGEN            
103972364,122,"TK-FLEISCH,-FISCH,-SPEZIALITAE  ",1226,TK-FISCHPRODUKTE/MEERESFRUECHT  ,12263,TK-FISCH FERTIGGERICHTE         
108112528,111,KAESE - SB -                    ,1114,FRISCHKAESE - SB -              ,11141,FRISCHKAESE - SB -              
107171760,126,"MEHL,ZUCKER UND EINMACHPRODUKT  ",1262,ZUCKER                          ,12621,ZUCKER INKL. TRAUBENZUCKER STR  
107833200,128,"BACKARTIKEL,PUDDING             ",1286,PUDDING-/DESSERTPULVER          ,12861,PUDDING- / DESSERTPULVER        
108850128,165,FOOD/NONFOOD TIER; ZOOLO.ARTIKEL,1652,FOOD KATZE INKL. STREU          ,16521,TROCKENNAHRUNG KATZE            
102949712,110,KAESE - BED. -                  ,1101,SCHNITTKAESE/PRE PACK -BED      ,11012,PRE PACK SCHNITTKAESE BED       
107735760,161,"HYGIENE, VERBANDSSTOFFE         ",1613,TOILETTENPAPIER                 ,16131,TOILETTENPAPIER TROCKEN         
102071440,190,COMPUTER UND BUERO              ,1902,DATENTRAEGER UND ZUBEHOER       ,19021,PC ZUBEHÖR                      
107707088,177,SCHREIBWAREN/EINWEGGESCHIRR/KE  ,1773,SCHULBEDARF                     ,17731,SCHULHEFTE/SCHREIB-NOTIZBLOECKE 
101238640,108,FLEISCH CONV./WURST/SCHINK/BED  ,1084,ROH-/DAUERWURST - BED. -        ,10841,ROH-/DAUERWURST - BED. -        
100969131,136,OBST- U. GEMUESEKONSERVEN       ,1361,OBSTKONSERVEN GLAS/PACKUNG      ,13611,OBSTKONSERVEN GLAS/PACKUNG      
101345676,177,SCHREIBWAREN/EINWEGGESCHIRR/KE  ,1776,GRUSSKARTE/GESCHENKPAP/ZIERBAN  ,17761,GRUSS-/GLUECKWUNSCHKARTE        
102467088,108,FLEISCH CONV./WURST/SCHINK/BED  ,1085,KOCHSCHINKEN - BED. -           ,10851,KOCHSCHINKEN - BED. -           
107818256,138,SCHOKOLADENWAREN                ,1384,SPEZIALITAETEN/S.SCHOKOLADENWA  ,13845,SPEZIALI./KANDIERTE SCHOKO/PUF  
100735600,121,MILCH UND MOLKEREIPRODUKTE      ,1213,MILCHGETRÄNKE E-MWST            ,12131,H-MILCH E-MWST                  
100390288,138,SCHOKOLADENWAREN                ,1384,SPEZIALITAETEN/S.SCHOKOLADENWA  ,13845,SPEZIALI./KANDIERTE SCHOKO/PUF  
