lat;lon;Januar;Februar;Maerz;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember
49.214;7.11;1.529032258;2.393548387;5.803225806;9.570967742;13.38064516;16.89354839;18.69354839;18.28709677;14.22903226;9.94516129;5.319354839;2.45483871
