CODE;CITY;COUNTRY;LAT;LON
N/A;KURUMAN;SOUTH AFRICA;-27.46;23.41
N/A;BRISBANE;AUSTRALIA;-27.57;153.01
N/A;MKUZE;SOUTH AFRICA;-27.63;32.04
SIS;SISHEN;SOUTH AFRICA;-27.65;23.00
N/A;KROONSTAD;SOUTH AFRICA;-27.66;27.32
NCS;NEWCASTLE;SOUTH AFRICA;-27.77;29.98
VYD;VRYHEID;SOUTH AFRICA;-27.79;30.80
WEL;WELKOM;SOUTH AFRICA;-28.00;26.67
N/A;HARMONY;SOUTH AFRICA;-28.08;26.86
OOL;COOLANGATTA;AUSTRALIA;-28.16;153.51
N/A;DUNDEE;SOUTH AFRICA;-28.18;30.22
N/A;HARRISMITH;SOUTH AFRICA;-28.24;29.11
N/A;BETHLEHEM;SOUTH AFRICA;-28.25;28.34
N/A;TOMMY'S FIELD;SOUTH AFRICA;-28.26;22.99
ULD;ULUNDI;SOUTH AFRICA;-28.32;31.42
UTN;UPINGTON;SOUTH AFRICA;-28.40;21.26
ALJ;ALEXANDER BAY;SOUTH AFRICA;-28.58;16.53
RCB;RICHARD'S BAY;SOUTH AFRICA;-28.74;32.09
KIM;KIMBERLEY;SOUTH AFRICA;-28.80;24.77
N/A;FICKSBURG;SOUTH AFRICA;-28.82;27.91
N/A;BLOEMFONTEIN;SOUTH AFRICA;-29.03;26.16
NLK;NORFOLK ISLAND;AUSTRALIA;-29.04;167.94
BFN;BLOEMFONTEIN;SOUTH AFRICA;-29.09;26.30
N/A;GREYTOWN;SOUTH AFRICA;-29.12;30.59
N/A;LADYBRAND;SOUTH AFRICA;-29.18;27.45
AGZ;AGGENEYS;SOUTH AFRICA;-29.28;18.81
N/A;MASERU;LESOTHO;-29.30;27.50
TCU;THABA NCHU;BOPHUTHATSWANA;-29.32;26.82
MSU;MASERU;LESOTHO;-29.46;27.55
PZB;PIETERMARITZBURG;SOUTH AFRICA;-29.65;30.40
KLZ;KLEINSEE;SOUTH AFRICA;-29.69;17.09
CFS;COFF'S HARBOUR;AUSTRALIA;-30.32;153.12
N/A;HENDRIK VERWOERDDAM;SOUTH AFRICA;-30.56;25.53
KGI;KALGOORLIE;AUSTRALIA;-30.79;121.46
MGH;MARGATE;SOUTH AFRICA;-30.86;30.34
TMW;TAMWORTH;AUSTRALIA;-31.08;150.85
UMR;WOOMERA;AUSTRALIA;-31.14;136.82
N/A;CALVINIA;SOUTH AFRICA;-31.50;19.73
UTT;UMTATA;SOUTH AFRICA;-31.55;28.67
N/A;VREDENDAL;SOUTH AFRICA;-31.64;18.55
UTW;QUEENSTOWN;SOUTH AFRICA;-31.92;26.88
PER;PERTH;AUSTRALIA;-31.94;115.97
JAD;PERTH;AUSTRALIA;-32.10;115.88
DBO;DUBBO;AUSTRALIA;-32.22;148.58
N/A;ARGYLE;AUSTRALIA;-32.51;137.72
VIY;BISHO;SOUTH AFRICA;-32.90;27.28
N/A;SALDANHA;SOUTH AFRICA;-32.96;17.97
ELS;EAST LONDON;SOUTH AFRICA;-33.04;27.83
N/A;GRAHAMSTOWN;SOUTH AFRICA;-33.29;26.50
RCM;RICHMOND;AUSTRALIA;-33.60;150.78
DUH;OUDTSHOORN;SOUTH AFRICA;-33.61;22.19
N/A;ROBERTSON;SOUTH AFRICA;-33.81;19.90
N/A;YSTERPLAAT;SOUTH AFRICA;-33.90;18.50
BWU;SYDNEY;AUSTRALIA;-33.92;150.99
SYD;SYDNEY;AUSTRALIA;-33.95;151.18
CPT;CAPE TOWN;SOUTH AFRICA;-33.97;18.60
PLZ;PORT ELIZABETH;SOUTH AFRICA;-33.99;25.62
GRJ;GEORGE;SOUTH AFRICA;-34.01;22.38
CDU;CAMDEN;AUSTRALIA;-34.04;150.69
N/A;PLETTENBERG BAY;SOUTH AFRICA;-34.09;23.33
N/A;EDINBURGH;AUSTRALIA;-34.70;138.62
N/A;ADELAIDE;AUSTRALIA;-34.79;138.63
ADL;ADELAIDE;AUSTRALIA;-34.95;138.53
KAT;KAITAIA;NEW ZEALAND;-35.07;173.29
WGA;WAGGA WAGGA;AUSTRALIA;-35.17;147.47
KKE;KERIKERI;NEW ZEALAND;-35.26;173.91
CBR;CANBERRA;AUSTRALIA;-35.31;149.19
WRE;WHANGAREI;NEW ZEALAND;-35.77;174.37
ABX;ALBURY;AUSTRALIA;-36.07;146.96
N/A;WHENUAPAI;NEW ZEALAND;-36.79;174.63
AKL;AUCKLAND;NEW ZEALAND;-37.01;174.79
N/A;ARDMORE;NEW ZEALAND;-37.03;174.97
TRG;TAURANGA;NEW ZEALAND;-37.67;176.20
MEL;MELBOURNE;AUSTRALIA;-37.67;144.84
MEB;MELBOURNE;AUSTRALIA;-37.73;144.90
HLZ;HAMILTON;NEW ZEALAND;-37.87;175.33
WHK;WHAKATANE;NEW ZEALAND;-37.92;176.91
N/A;POINT COOK;AUSTRALIA;-37.93;144.75
MBW;MELBOURNE;AUSTRALIA;-37.98;145.10
AVV;AVALON;AUSTRALIA;-38.04;144.47
N/A;EAST SALE;AUSTRALIA;-38.10;147.15
ROT;ROTORUA;NEW ZEALAND;-38.11;176.32
GIS;GISBORNE;NEW ZEALAND;-38.66;177.98
TUO;TAUPO;NEW ZEALAND;-38.74;176.08
N/A;WAIROA;NEW ZEALAND;-39.01;177.41
NPL;NEW PLYMOUTH;NEW ZEALAND;-39.01;174.18
N/A;WAIOURU;NEW ZEALAND;-39.45;175.66
N/A;HASTINGS;NEW ZEALAND;-39.65;176.77
WAG;WANGANUI;NEW ZEALAND;-39.96;175.03
N/A;OHAKEA;NEW ZEALAND;-40.21;175.39
PMR;PALMERSTON NORTH;NEW ZEALAND;-40.32;175.62
PPQ;PARAPARAUMU;NEW ZEALAND;-40.91;174.99
MRO;MASTERTON;NEW ZEALAND;-40.97;175.63
NSN;NELSON;NEW ZEALAND;-41.30;173.22
WLG;WELLINGTON;NEW ZEALAND;-41.33;174.81
BHE;WOODBOURNE;NEW ZEALAND;-41.52;173.87
LST;LAUNCESTON;AUSTRALIA;-41.55;147.21
WSZ;WESTPORT;NEW ZEALAND;-41.74;171.58
HKK;HOKITIKA;NEW ZEALAND;-42.71;170.99
HBA;HOBART;AUSTRALIA;-42.84;147.51
CHC;CHRISTCHURCH;NEW ZEALAND;-43.49;172.53
N/A;WIGRAM;NEW ZEALAND;-43.55;172.55
GTN;MOUNT COOK;NEW ZEALAND;-43.77;170.13
MON;GLENTANNER;NEW ZEALAND;-43.91;170.13
N/A;PUKAKI;NEW ZEALAND;-44.24;170.12
TIU;TIMARU;NEW ZEALAND;-44.30;171.23
WKA;WANAKA;NEW ZEALAND;-44.73;169.24
OAM;OAMARU;NEW ZEALAND;-44.97;171.08
ZQN;QUEENSTOWN INTERNATIONAL;NEW ZEALAND;-45.02;168.74
ALR;ALEXANDRA;NEW ZEALAND;-45.21;169.37
TEU;MANAPOURI;NEW ZEALAND;-45.53;167.65
DUD;DUNEDIN;NEW ZEALAND;-45.93;170.20
IVC;INVERCARGILL;NEW ZEALAND;-46.41;168.31
N/A;WEYDON;NEW ZEALAND;-77.88;166.65
