CODE;CITY;COUNTRY;LAT;LON
ENU;ENUGU;NIGERIA;6.47;7.56
COO;COTONOU;BENIN;6.36;2.38
LGK;PULAU;MALAYSIA;12206.00;99.73
BNI;BENIN;NIGERIA;6.32;5.60
N/A;WIRAWILA;SRI LANKA;6.25;81.24
EOH;MEDELLIN;COLOMBIA;44713.00;-75.59
AOR;ALOR SETAR;MALAYSIA;6.19;100.40
LFW;LOME;TOGO;6.17;1.25
KBR;KOTA BAHRU;MALAYSIA;6.17;102.29
N/A;CUBI NAS;PHILIPPINES;6.11;125.24
N/A;ROMBLON;PHILIPPINES;6.06;125.10
BPC;BAMENDA;CAMEROON;6.04;10.12
BOP;BOUAR;CENTRAL AFRICAN REP.;5.96;15.64
BKI;KOTA KINABALU;MALAYSIA;5.94;116.05
SBG;SABANG;INDONESIA;5.87;95.34
BBY;BAMBARI;CENTRAL AFRICAN REP.;5.85;20.65
FOM;FOUMBAN;CAMEROON;5.64;10.75
PYH;PUERTO AYACUCHO;VENEZUELA;22767.00;-67.61
BFX;BAFOUSSAM;CAMEROON;5.54;10.35
N/A;BUTTERWORTH;MALAYSIA;5.47;100.39
TDA;TRINIDAD;COLOMBIA;15827.00;-71.66
TGG;KUALA TERENGGANU;MALAYSIA;5.38;103.10
KSA;KOSRAE;MICRONESIA;5.36;162.96
PEN;PENANG;MALAYSIA;5.30;100.28
ABJ;ABIDJAN;IVORY COAST;46143.00;-3.93
N/A;LHOK SUKON;INDONESIA;5.07;97.26
LDU;LAHAD DATU;MALAYSIA;5.03;118.32
MZL;MANIZALES;COLOMBIA;44625.00;-75.47
PHC;PORT HARTCOURT;NIGERIA;5.02;6.95
CBQ;CALABAR;NIGERIA;4.98;8.35
BWN;BRUNEI;BRUNEI;4.95;114.93
JUB;JUBA;SUDAN;4.87;31.60
CAY;CAYENNE;FRENCH GUYANA;30042.00;-52.36
BGU;BANGASSOU;CENTRAL AFRICAN REP.;4.78;22.78
IPH;IPOH;MALAYSIA;4.57;101.09
KTE;KERTEH;MALAYSIA;4.54;103.43
OUR;BATOURI;CAMEROON;4.47;14.36
BGF;BANGUI;CENTRAL AFRICAN REP.;4.40;18.52
MYY;MIRI;MALAYSIA;4.33;113.99
TWU;TAWAU;MALAYSIA;4.31;118.12
BDT;GBADOLITE;ZAIRE;4.25;20.98
BBT;BERBERATI;CENTRAL AFRICAN REP.;4.22;15.79
N/A;LOKICHOGGIO;KENYA;4.20;34.35
MLE;MALE;MALDIVES;4.19;73.53
MUR;MARUDI;MALAYSIA;4.18;114.33
N/A;KOTAKOLI;ZAIRE;4.16;21.65
TKC;TIKO;CAMEROON;4.09;13394.00
DLA;DOUALA;CAMEROON;4.01;9.72
NDE;MANDERA;KENYA;3.93;41.84
N/A;NATUNA;INDONESIA;3.91;108.39
YAO;YAOUNDE;CAMEROON;3.84;11.52
KUA;KUANTAN;MALAYSIA;3.78;103.21
SSG;MALABO;EQUATORIAL GUINEA;3.76;8.71
N/A;TAHUNA;INDONESIA;3.68;125.53
MES;MEDAN;INDONESIA;3.56;98.67
OYL;MOYALE LOWER;KENYA;17227.00;39.10
TRK;TARAKEN;INDONESIA;3.33;117.57
GMA;GEMENA;ZAIRE;3.24;19.77
BTU;BINTULU;MALAYSIA;3.17;113.04
LOK;LODWAR;KENYA;3.12;35.61
N/A;SIMPANG;MALAYSIA;3.11;101.70
N/A;BAIDOA;SOMALIA;3.10;43.62
NVA;NEIVA;COLOMBIA;34731.00;-75.29
IRP;ISIRO;ZAIRE;2.83;27.59
N/A;GULU;UGANDA;2.81;32.27
LOY;LOYANGALANI;KENYA;2.76;36.72
GPI;GUAPI;COLOMBIA;20852.00;-77.90
RBT;MARSABIT;KENYA;2.35;38.00
SBW;SIBU;MALAYSIA;2.26;111.98
MKZ;MALACCA;MALAYSIA;2.26;102.25
LIQ;LISALA;ZAIRE;2.17;21.50
N/A;TANJUNG REDEP;INDONESIA;2.15;117.43
BMM;BITAM;GABON;2.08;11.49
N/A;KLUANG;MALAYSIA;2.04;103.31
MGQ;MOGADISHU;SOMALIA;2.01;45.31
BSG;BATA;EQUATORIAL GUINEA;1.91;9.81
WJR;WAJIR;KENYA;1.73;40.09
SRT;SOROTI;UGANDA;1.73;33.62
PCP;PRINCIPE;SAO TOME & PRINCIPE;1.66;7.41
JHB;JOHOR BAHRU;MALAYSIA;1.64;103.67
OUE;OUESSO;CONGO;1.62;16.04
DUM;DUMAI;INDONESIA;1.61;101.43
FLA;FLORENCIA;COLOMBIA;21551.00;-75.56
ION;IMPFONDO;CONGO;1.59;18.05
BUX;BUNIA;ZAIRE;1.57;30.22
MDC;MANADO;INDONESIA;1.55;124.93
OYE;OYEM;GABON;1.54;11.58
KCH;KUCHING;MALAYSIA;1.49;110.35
N/A;SEMBAWANG;SINGAPORE;1.42;103.81
XSP;SINGAPORE;SINGAPORE;1.42;103.87
N/A;PADANG SIDEMPUAN;INDONESIA;1.40;99.43
N/A;TENGAH;SINGAPORE;1.39;103.71
TRW;TARAWA;KIRIBATI;1.38;173.15
QPG;PAYA LEBAR;SINGAPORE;13150.00;103.91
SIN;SINGAPORE;SINGAPORE;1.36;103.99
GNS;GUNUNG SITOLI;INDONESIA;1.17;97.70
BTH;BATAM;INDONESIA;1.12;104.12
KTL;KITALE;KENYA;0.97;34.96
TNJ;TANJUNG PINANG;INDONESIA;0.92;104.53
N/A;PUTUSIBAU;INDONESIA;0.84;112.94
TTE;TERNATE;INDONESIA;0.83;127.38
MZC;MITZIC;GABON;0.78;11.55
GTO;GORONTALO;INDONESIA;0.64;122.85
MKU;MAKOKOU;GABON;0.58;12.89
FKI;KISANGANI;ZAIRE;0.52;25.16
PKU;PEKANBARU;INDONESIA;0.46;101.44
LBV;LIBREVILLE;GABON;0.46;9.41
EDL;ELDORET;KENYA;0.40;35.24
TMS;SAO TOME;SAO TOME & PRINCIPE;0.38;6.71
N/A;ISIOLO;KENYA;0.34;37.59
N/A;KAKAMEGA;KENYA;0.27;34.79
SQC;SINTANG;INDONESIA;0.06;111.48
EBB;ENTEBBE;UGANDA;0.04;32.44
MDK;MBANDAKA;ZAIRE;0.02;18.29
MKJ;MAKOUA;CONGO;-0.02;15.58
NYK;NANYUKI;KENYA;-0.06;37.04
KIS;KISUMU;KENYA;-0.09;34.73
N/A;TANJUNG SANTAN;INDONESIA;-0.09;117.44
PNK;PONTIANAK;INDONESIA;-0.15;109.40
N/A;NANGAPINOH;INDONESIA;-0.35;111.75
RGT;RENGAT;INDONESIA;-0.35;102.34
KMU;KISMAYU;SOMALIA;-0.38;42.46
SIQ;SINGKEP;INDONESIA;-0.48;104.58
SRI;SAMARINDA;INDONESIA;-0.48;117.16
OKN;OKONDJA;GABON;-0.67;13.67
LBQ;LAMBARENE;GABON;-0.70;10.25
POG;PORT GENTIL;GABON;-0.71;8.75
N/A;NAIVASHA;KENYA;-0.79;36.43
LTL;LASTOURVILLE;GABON;-0.83;12.75
PDG;PADANG;INDONESIA;-0.88;100.35
PLW;PALU;INDONESIA;-0.92;119.91
LUW;LUWUK;INDONESIA;-1.04;122.77
BIK;BIAK;INDONESIA;-1.19;136.11
TBF;TABITEUEA NORTH;KIRIBATI;-1.22;174.78
BPN;BALIKPAPAN;INDONESIA;-1.27;116.89
N/A;NAIROBI;KENYA;-1.28;36.86
WIL;NAIROBI;KENYA;-1.32;36.82
PSJ;POSO;INDONESIA;-1.42;120.66
MFF;MOANDA;GABON;-1.54;13.27
OMB;OMBOUE HOSPIAL;GABON;-1.58;9.26
DJB;JAMBI;INDONESIA;-1.64;103.64
MVB;FRANCEVILLE;GABON;-1.66;13.44
GOM;GOMA;ZAIRE;-1.67;29.24
GYI;GISENYI;RWANDA;-1.68;29.26
KTG;KETAPANG;INDONESIA;-1.82;109.96
KGL;KIGALI;RWANDA;-1.97;30.14
PGK;PANGKAL PINANG;INDONESIA;-2.16;106.14
PKY;PALANGKARAYA;INDONESIA;-2.23;113.94
LAU;LAMU;KENYA;-2.25;40.91
BKY;BUKAVU/KAVUMU;ZAIRE;-2.31;28.81
MWZ;MWANZA;TANZANIA;-2.44;32.93
KME;KAMEMBE;RWANDA;-2.46;28.91
N/A;SAMPIT;INDONESIA;-2.50;112.98
N/A;SOROAKO;INDONESIA;-2.53;121.36
N/A;MUKO MUKO;INDONESIA;-2.54;101.09
N/A;MASAMBA;INDONESIA;-2.56;120.32
DJJ;JAYAPURA;INDONESIA;-2.58;140.52
PKN;PANGKALAN BUN;INDONESIA;-2.71;111.67
TJQ;TANJUNG PANDAN;INDONESIA;-2.75;107.76
PLM;PALEMBANG;INDONESIA;-2.90;104.70
KND;KINDU;ZAIRE;-2.92;25.92
N/A;MAKALE;INDONESIA;-3.05;119.82
MYD;MALINDI;KENYA;-3.23;40.10
N/A;PENDORO;INDONESIA;-3.29;103.88
FDU;BANDOUNDU;ZAIRE;-3.31;17.38
BJM;BUJUMBURA;BURUNDI;-3.32;29.32
QSI;MOSHI;TANZANIA;-3.36;37.32
ARK;ARUSHA;TANZANIA;-3.37;36.63
NBX;NABIRE;INDONESIA;-3.37;135.50
N/A;LAKE MANYARA;TANZANIA;-3.38;35.82
N/A;BATU LICIN;INDONESIA;-3.41;116.00
JRO;KILIMANJARO;TANZANIA;-3.43;37.07
BDJ;BANJARMASIN;INDONESIA;-3.44;114.76
KMK;MAKABANA;CONGO;-3.48;12.62
N/A;MWADUI;TANZANIA;-3.51;33.62
WWK;WEWAK;PAPUA NEW GUINEA;-3.58;143.67
KNG;KAIMANA;INDONESIA;-3.64;133.70
BKS;BENGKULU;INDONESIA;-3.86;102.34
MBA;MOMBASA;KENYA;-4.04;39.59
KDI;KENDARI;INDONESIA;-4.08;122.42
WMX;WAMENA;INDONESIA;-4.10;138.95
DIS;LOUDIMA;CONGO;-4.21;12.66
BZV;BRAZZAVILLE;CONGO;-4.25;15.25
N/A;PONGGALUKU;INDONESIA;-4.32;122.47
PRI;PRASLIN;SEYCHELLES;-4.32;55.69
NLO;KINSHASA;ZAIRE;-4.33;15.33
FIH;KINSHASA;ZAIRE;-4.39;15.44
TIM;TIMIKA;INDONESIA;-4.53;136.89
SEZ;MAHE;SEYCHELLES;-4.67;55.52
PNR;POINTE-NOIRE;CONGO;-4.81;11.89
KKW;KIKWIT;ZAIRE;-5.04;18.79
UPG;UJUNG PANDANG;INDONESIA;-5.06;119.55
TGT;TANGA;TANZANIA;-5.09;39.07
MAG;MADANG;PAPUA NEW GUINEA;-5.21;145.79
N/A;TANJUNG KARANG;INDONESIA;-5.24;105.18
PMA;PEMBA;TANZANIA;-5.26;39.81
CAB;CABINDA;ANGOLA;-5.60;12.19
N/A;LANGGUR;INDONESIA;-5.66;132.73
DES;DESROCHES;SEYCHELLES;-5.70;53.65
MAT;MATADI;ZAIRE;-5.80;13.44
HGU;MOUNT HAGEN;PAPUA NEW GUINEA;-5.83;144.30
KGA;KANANGA;ZAIRE;-5.90;22.47
N/A;KITONA BASE;ZAIRE;-5.92;12.45
MNB;MUANDA;ZAIRE;-5.93;12.35
GKA;GOROKA;PAPUA NEW GUINEA;-6.08;145.39
MJM;MBUJI-MAYI;ZAIRE;-6.12;23.57
CGK;JAKARTA;INDONESIA;-6.13;106.66
SZA;SOYO;ANGOLA;-6.14;12.37
DOD;DODOMA;TANZANIA;-6.17;35.75
ZNZ;ZANZIBAR;TANZANIA;-6.22;39.23
HLP;JAKARTA;INDONESIA;-6.27;106.89
SSY;M'BANZA-CONGO;ANGOLA;-6.27;14.25
PCB;JAKARTA;INDONESIA;-6.34;106.76
LAE;NADZAB;PAPUA NEW GUINEA;-6.57;146.73
N/A;NGERENGERE;TANZANIA;-6.72;38.15
CBN;CIREBON;INDONESIA;-6.76;108.54
DAR;DAR ES SALAAM;TANZANIA;-6.88;39.20
BDO;BANDUNG;INDONESIA;-6.90;107.58
SRG;SEMARANG;INDONESIA;-6.97;110.38
N/A;ALPHONSE;SEYCHELLES;-7.01;52.73
N/A;TOTO;ANGOLA;-7.15;14.25
N/A;COETIVY;SEYCHELLES;-7.16;56.26
N/A;DIEGO GARCIA ISLAND;DIEGO GARCIA ISLAND;-7.31;72.41
N/A;TASIKMALAYA;INDONESIA;-7.35;108.25
PGI;CHITATO;ANGOLA;-7.36;20.80
SUB;SURABAYA;INDONESIA;-7.38;112.79
SOC;SOLO CITY;INDONESIA;-7.52;110.76
UGO;UIGE;ANGOLA;-7.60;15.03
N/A;MADIUN;INDONESIA;-7.62;111.43
CXP;CILACAP;INDONESIA;-7.65;109.03
IRI;IRINGA;TANZANIA;-7.67;35.75
GXG;NEGAGE;ANGOLA;-7.75;15.29
JOG;YOGYAKARTA;INDONESIA;-7.79;110.43
MLG;MALANG;INDONESIA;-7.93;112.71
N/A;CAMAXILO;ANGOLA;-8.37;18.92
N/A;BAUCAU;WEST TIMOR;-8.49;126.40
LBJ;LABUHAN BAJO;INDONESIA;-8.49;119.89
SWG;SUMBAWA;INDONESIA;-8.49;117.41
FUN;FUNAFUTI;TUVALU ISLAND;-8.52;179.22
MKQ;MERAUKE;INDONESIA;-8.52;140.42
BMU;BIMA;INDONESIA;-8.54;118.69
AMI;MATARAM;INDONESIA;-8.56;116.09
RTG;RUTENG;INDONESIA;-8.60;120.48
MOF;MAUMERE;INDONESIA;-8.64;122.24
KMN;KAMINA BASE;ZAIRE;-8.64;25.25
DPS;DENPASAR;INDONESIA;-8.75;115.17
ENE;ENDE;INDONESIA;-8.85;121.66
LAD;LUANDA;ANGOLA;-8.86;13.23
N/A;SUAI;EAST TIMOR;-9.30;125.29
N/A;WAIKABUBAK;INDONESIA;-9.41;119.25
POM;PORT MORESBY;PAPUA NEW GUINEA;-9.44;147.22
N/A;LUENA;ZAIRE;-9.47;25.76
MEG;MALANJE;ANGOLA;-9.53;16.31
WGP;WAINGAPU;INDONESIA;-9.67;120.30
VHC;SAURIMO;ANGOLA;-9.69;20.43
KGJ;KARONGA;MALAWI;-9.95;33.89
N/A;FARQUHAR;SEYCHELLES;-10.11;51.18
KOE;KUPANG;INDONESIA;-10.17;123.67
MYW;MTWARA;TANZANIA;-10.34;40.18
PBN;PORTO AMBOIM;ANGOLA;-10.72;13.77
KWZ;KOLWEZI;ZAIRE;-10.77;25.51
ABM;AMBERLEY;AUSTRALIA;-10.95;142.46
N/A;MANSA;ZAMBIA;-11.14;28.88
MZB;MOCIMBOA DA PRAIA;MOZAMBIQUE;-11.36;40.36
ZZU;MZUZU;MALAWI;-11.45;34.01
HAH;MORONI;COMOROS ISLANDS;-11.53;43.27
FBM;LUBUMASHI;ZAIRE;-11.59;27.53
N/A;MUEDA;MOZAMBIQUE;-11.67;39.56
YVA;MORONI;COMOROS ISLANDS;-11.71;43.24
LUO;LUENA;ANGOLA;-11.77;19.90
CAV;CAZOMBO;ANGOLA;-11.89;22.92
NWA;MOHELI;COMOROS ISLANDS;-12.30;43.77
DIE;ANTSIRANANA;MADAGASCAR;-12.35;49.29
N/A;LOBITO;ANGOLA;-12.37;13.54
SVP;KUITO;ANGOLA;-12.40;16.95
N/A;MUFULIRA;ZAMBIA;-12.57;28.30
N/A;KASOMPE;ZAMBIA;-12.57;27.89
BUG;BENGUELA;ANGOLA;-12.61;13.40
WEI;WEIPA;AUSTRALIA;-12.68;141.93
DZA;DZAOUDZI;MAYOTTE ISLAND;-12.81;45.28
POL;PEMBA;MOZAMBIQUE;-12.99;40.52
NLA;NDOLA;ZAMBIA;-13.00;28.67
N/A;KASUNGU;MALAWI;-13.01;33.47
AMB;AMBILOBE;MADAGASCAR;-13.19;48.99
N/A;MARRUPA;MOZAMBIQUE;-13.23;37.55
MFU;MFUWE;ZAMBIA;-13.26;31.94
VXC;LICHINGA;MOZAMBIQUE;-13.27;35.27
NOS;NOSY-BE;MADAGASCAR;-13.31;48.31
VOH;VOHEMAR;MADAGASCAR;-13.38;50.00
N/A;AMPAMPAMENA;MADAGASCAR;-13.49;48.63
N/A;ZAMBEZI;ZAMBIA;-13.54;44888.00
SVB;SAMBAVA;MADAGASCAR;-14.28;50.18
MNC;NACALA;MOZAMBIQUE;-14.49;40.71
HVA;ANALALAVA;MADAGASCAR;-14.63;47.76
ZWA;ANDAPA;MADAGASCAR;-14.65;49.62
N/A;ULONGWE;MOZAMBIQUE;-14.70;34.35
FXO;CUAMBA;MOZAMBIQUE;-14.82;36.53
WAI;ANTSOHIHY;MADAGASCAR;-14.90;47.99
N/A;KALABO;ZAMBIA;-15.00;22.65
N/A;LUMBO;MOZAMBIQUE;-15.03;40.67
APL;NAMPULA;MOZAMBIQUE;-15.11;39.28
N/A;MONGU;ZAMBIA;-15.25;23.16
N/A;MOCAMEDES;ANGOLA;-15.26;12.15
LUN;LUSAKA;ZAMBIA;-15.33;28.45
WMN;MAROANTSETRA;MADAGASCAR;-15.44;49.69
N/A;SANTO;VANUATU;-15.50;167.22
N/A;SONGO;MOZAMBIQUE;-15.60;32.77
MJN;MAHAJANGA;MADAGASCAR;-15.67;46.35
BLZ;BLANTYRE;MALAWI;-15.68;34.97
N/A;ESTIMA;MOZAMBIQUE;-15.73;32.76
KNX;KUNUNURRA;AUSTRALIA;-15.78;128.71
WMR;MANANARA;MADAGASCAR;-16.16;49.77
LMG;LAMBASA;FIJI;-16.47;179.34
KAB;KARIBA;ZIMBABWE;-16.52;28.89
BPY;BESALAMPY;MADAGASCAR;-16.74;44.48
XGN;XANGONGO;ANGOLA;-16.76;14.97
CNS;CAIRNS;AUSTRALIA;-16.89;145.76
NGV;N'GIVA;ANGOLA;-17.05;15.69
SMS;SAINTE MARIE;MADAGASCAR;-17.09;49.82
N/A;MUTOKO;ZIMBABWE;-17.43;32.18
VLI;PORT-VILA;VANUATU;-17.70;168.32
N/A;HARARE;ZIMBABWE;-17.75;30.92
NAN;NANDI;FIJI;-17.75;177.44
LVI;LIVINGSTONE;ZAMBIA;-17.82;25.82
BBK;KASANE;BOTSWANA;-17.83;25.16
UEL;QUELIMANE;MOZAMBIQUE;-17.86;36.87
HRE;HARARE;ZIMBABWE;-17.93;31.09
SUV;NAUSORI;FIJI;-18.04;178.56
VFA;VICTORIA FALLS;ZIMBABWE;-18.10;25.84
TMM;TOAMASINA;MADAGASCAR;-18.11;49.39
WKM;HWANGE NATIONAL PARK;ZIMBABWE;-18.63;27.02
TNR;ANTANANARIVO;MADAGASCAR;-18.80;47.48
UTA;MUTARE;ZIMBABWE;-18.98;32.45
N/A;MUTARE;ZIMBABWE;-19.00;32.63
N/A;ZISCO;ZIMBABWE;-19.03;29.72
N/A;CHIMOIO;MOZAMBIQUE;-19.15;33.43
TSV;TOWNSVILLE;AUSTRALIA;-19.25;146.77
GWE;GWERT;ZIMBABWE;-19.44;29.86
ZVA;MIANDRIVAZO;MADAGASCAR;-19.56;45.45
RRG;RODRIGUEZ ISLAND;MAURITIUS;-19.76;63.36
BEW;BEIRA;MOZAMBIQUE;-19.80;34.91
MUB;MAUN;BOTSWANA;-19.97;23.43
BUQ;BULAWAYO;ZIMBABWE;-20.02;28.62
MVZ;MASVINGO;ZIMBABWE;-20.06;30.86
MOQ;MORONDAVA;MADAGASCAR;-20.29;44.32
N/A;ZVISHAVANE;ZIMBABWE;-20.29;30.09
PHE;PORT HEDLAND;AUSTRALIA;-20.38;118.63
MRU;PLAISANCE;MAURITIUS;-20.43;57.68
PPP;PROSSERPINE;AUSTRALIA;-20.50;148.55
KOC;KOUMAC;NEW CALEDONIA;-20.55;164.26
UVE;OUVEA;NEW CALEDONIA;-20.64;166.57
ISA;MOUNT ISA;AUSTRALIA;-20.66;139.49
KTA;KARRATHA;AUSTRALIA;-20.71;116.77
LIF;LIFOU;NEW CALEDONIA;-20.78;167.24
TOU;TOUHO;NEW CALEDONIA;-20.79;165.26
BFO;CHIREDZI;ZIMBABWE;-21.01;31.58
KNQ;KONE;NEW CALEDONIA;-21.05;164.84
FRW;FRANCISTOWN;BOTSWANA;-21.16;27.47
MKY;MACKAY;AUSTRALIA;-21.17;149.18
MNJ;MANANJARY;MADAGASCAR;-21.20;48.36
ZSE;ST.-PIERRE;REUNION ISLAND;-21.32;55.43
WFI;FIANARANTSOA;MADAGASCAR;-21.44;47.11
MEE;MARE;NEW CALEDONIA;-21.48;168.04
MXM;MOROMBE;MADAGASCAR;-21.75;43.38
NOU;NOUMEA;NEW CALEDONIA;-22.01;166.21
VNX;VILANKULU;MOZAMBIQUE;-22.02;35.31
PKW;SELEBI-PHIKWE;BOTSWANA;-22.06;27.83
WVK;MANAKARA;MADAGASCAR;-22.12;48.02
LEA;LEARMONTH;AUSTRALIA;-22.24;114.09
GEA;NOUMEA;NEW CALEDONIA;-22.26;166.47
MEZ;MESSINA;SOUTH AFRICA;-22.36;29.99
RVA;FARAFANGANA;MADAGASCAR;-22.81;47.82
THY;THOHOYANDOU;SOUTH AFRICA;-23.08;30.38
LCD;LOUIS TRICHARDT;SOUTH AFRICA;-23.16;29.70
ROK;ROCKHAMPTON;AUSTRALIA;-23.38;150.48
TLE;TOLIARA;MADAGASCAR;-23.38;43.73
ELL;ELLISRAS;SOUTH AFRICA;-23.73;27.69
ASP;ALICE SPRINGS;AUSTRALIA;-23.81;133.90
LTA;TZANEEN;SOUTH AFRICA;-23.82;30.33
N/A;PIETERSBURG;SOUTH AFRICA;-23.85;29.46
INH;INHAMBANE;MOZAMBIQUE;-23.88;35.41
PTG;PIETERSBURG;SOUTH AFRICA;-23.93;29.48
PHW;PHALABORWA;SOUTH AFRICA;-23.94;31.16
N/A;POTGIETERSRUS;SOUTH AFRICA;-24.23;28.98
HDS;HOEDSPRUIT;SOUTH AFRICA;-24.37;31.05
GBE;GABERONE;BOTSWANA;-24.56;25.92
JWA;JWANENG;BOTSWANA;-24.60;24.69
N/A;NYLSTROOM;SOUTH AFRICA;-24.69;28.44
N/A;DWAALBOOM;SOUTH AFRICA;-24.81;26.83
SZK;SKUKUZA;SOUTH AFRICA;-24.96;31.59
N/A;MARBLE HALL;SOUTH AFRICA;-24.99;29.28
FTU;TOLAGNARO;MADAGASCAR;-25.04;46.96
NTY;PILANESBERG;SOUTH AFRICA;-25.33;27.17
N/A;MALALANE;SOUTH AFRICA;-25.47;31.57
NLP;NELSPRUIT;SOUTH AFRICA;-25.50;30.91
N/A;ZEERUST;SOUTH AFRICA;-25.60;26.04
N/A;RUSTENBURG;SOUTH AFRICA;-25.64;27.27
PRY;PRETORIA;SOUTH AFRICA;-25.65;28.22
MFK;MAFIKENG;SOUTH AFRICA;-25.75;25.61
MBO;MMABATHO;SOUTH AFRICA;-25.80;25.55
N/A;SWARTKOP;SOUTH AFRICA;-25.81;28.16
N/A;WATERKLOOF;SOUTH AFRICA;-25.83;28.22
N/A;WITBANK;SOUTH AFRICA;-25.83;29.19
N/A;POMFRET;SOUTH AFRICA;-25.85;23.54
MPM;MAPUTO;MOZAMBIQUE;-25.92;32.57
HLA;JOHANNESBURG;SOUTH AFRICA;-25.94;27.93
N/A;SACE;SOUTH AFRICA;-25.96;29.21
N/A;PULLENSHOPE;SOUTH AFRICA;-25.98;29.62
N/A;KRUGERSDORP;SOUTH AFRICA;-26.08;27.73
N/A;KOMATI POWER STATION;SOUTH AFRICA;-26.09;29.46
JNB;JOHANNESBURG;SOUTH AFRICA;-26.14;28.25
N/A;LICHTENBURG;SOUTH AFRICA;-26.18;26.18
N/A;BRAKPAN;SOUTH AFRICA;-26.24;28.30
HCS;JOHANNESBURG;SOUTH AFRICA;-26.24;28.15
N/A;SPRINGS;SOUTH AFRICA;-26.25;28.40
N/A;KRIEL;SOUTH AFRICA;-26.25;29.19
CTL;CHARLIEVILLE;AUSTRALIA;-26.41;146.26
GHC;HEIDELBERG;SOUTH AFRICA;-26.51;28.39
MTS;MANZINI;SWAZILAND;-26.53;31.31
N/A;VEREENIGING;SOUTH AFRICA;-26.57;27.96
MCY;MAROOCHYDORE;AUSTRALIA;-26.60;153.09
N/A;POTCHEFSTROOM;SOUTH AFRICA;-26.67;27.08
N/A;VANDERBIJLPARK;SOUTH AFRICA;-26.69;27.78
N/A;TUTUKA;SOUTH AFRICA;-26.78;29.34
N/A;KLERKSDORP;SOUTH AFRICA;-26.87;26.72
N/A;PARYS;SOUTH AFRICA;-26.89;27.50
VRU;VRYBURG;SOUTH AFRICA;-26.98;24.73
N/A;MAJUBA POWER STATION;SOUTH AFRICA;-27.08;29.78
N/A;HEIBRON;SOUTH AFRICA;-27.28;28.00
N/A;BOTHAVILLE;SOUTH AFRICA;-27.37;26.63
BNE;BRISBANE;AUSTRALIA;-27.38;153.12
N/A;OAKEY;AUSTRALIA;-27.41;151.74
