lat;lon;CODE;CITY;COUNTRY;MONTH;AVG_TEMP;PRCP;TSUN
64.82;-147.86;FAI;FAIRBANKS;USA;Februar;-17.84;13.35;0
33.54;-0.24;N/A;MECHERIA;ALGERIA;Juni;25.27;13.36;18780
35.04;-106.61;ABQ;KIRTLAND A.F.B.;USA;Dezember;2.93;13.36;11281
-19.25;146.77;TSV;TOWNSVILLE;AUSTRALIA;Juli;19.78;13.37;15727.5
33.82;-118.15;LGB;LONG BEACH;USA;Oktober;19.96;13.37;0
-25.5;30.91;NLP;NELSPRUIT;SOUTH AFRICA;August;16.4;13.39;0
34.65;-98.4;FSI;FORT SILL;USA;November;10.63;13.4;0
36.96;127.03;N/A;PYONGTAEK;KOREA;Dezember;0.41;13.4;0
37.09;127.03;OSN;OSAN;KOREA;Dezember;29.3;13.4;0
39.06;-96.76;FRI;FORT RILEY;USA;November;6.88;13.4;0
59.38;10.79;N/A;RYGGE;NORWAY;April;11.81;13.4;0
39.25;9.05;CAG;CAGLIARI;ITALY;Juni;22.96;13.41;18037.5
24.89;66.94;N/A;KARACHI;PAKISTAN;Juni;31.87;13.42;8160
39.7;66.99;SKD;SAMARKAND;RUSSIA;Oktober;20.63;13.42;14557.5
68.3;-133.48;YEV;INUVIK;CANADA;Mai;1.57;13.42;16365
33.24;-107.27;TCS;TRUTH OR CONSEQUENCES;USA;November;10.12;13.43;0
37.79;30.58;N/A;ISPARTA;TURKEY;August;11.45;13.43;19940
16.62;-7.31;EMN;NEMA;MAURITANIA;Oktober;32.95;13.44;13770
46.28;48.01;ASF;ASTRAKHAN;RUSSIA;Februar;-3;13.44;6720
53.31;-113.58;YEG;EDMONTON;CANADA;Februar;-11.11;13.45;0
-77.88;166.65;N/A;WEYDON;NEW ZEALAND;Juni;-25.98;13.46;0
21.42;-104.84;TPQ;TEPIC;MEXICO;Dezember;18.89;13.46;13929.47
26.95;64.13;PJG;PANJGUR;PAKISTAN;Februar;14.11;13.46;13980
31.61;-8.04;RAK;MARRAKECH;MOROCCO;September;25.11;13.46;16280.77
46.61;-111.98;HLN;HELENA;USA;Maerz;2.29;13.47;12098.67
38.89;-6.82;BJZ;BADAJOZ;SPAIN;Juni;23.74;13.48;21384.55
-5.04;18.79;KKW;KIKWIT;ZAIRE;Juni;26.8;13.5;0
16.83;-25.06;VXE;SAO VICENTE ISLAND;CAPE VERDE ISLANDS;August;26.7;13.5;0
18.24;42.66;AHB;ABHA;SAUDI ARABIA;Januar;13.77;13.5;15890.4
27.04;49.41;N/A;JUBAIL;SAUDI ARABIA;Dezember;36.3;13.5;0
27.79;66.64;N/A;KHUZDHAR;PAKISTAN;September;28.09;13.5;16590
32.93;3.31;HRM;TILREMPT;ALGERIA;Oktober;20.98;13.5;16104
61.18;-113.69;YFR;FORT RESOLUTION;CANADA;Februar;-24.6;13.5;0
9.63;41.85;DIR;DIRE DAWA;ETHIOPIA;Dezember;22.08;13.51;17208
-6.79;-79.83;CIX;CHICLAYO;PERU;Februar;25.6;13.52;0
40.72;-114.03;ENV;WENDOVER;USA;Mai;23.97;13.52;0
33.54;-0.24;N/A;MECHERIA;ALGERIA;Februar;7.83;13.54;12987.5
-26.98;24.73;VRU;VRYBURG;SOUTH AFRICA;Mai;14.09;13.55;0
24.75;84.94;GAY;GAYA;INDIA;Dezember;16.59;13.55;0
55.3;61.51;CEK;CHELYABINSK;RUSSIA;Maerz;-4.35;13.57;0
30.2;71.42;MUX;MULTAN;PAKISTAN;Mai;33.51;13.58;15870
17.04;54.09;SLL;SALALAH;OMAN;Mai;29.68;13.59;18476.47
30.2;71.42;MUX;MULTAN;PAKISTAN;April;28.15;13.59;15450
20.96;-156.67;JHM;LAHANIA-KAPALUA;USA;Juli;26.25;13.6;16610.86
47.48;-111.37;GTF;GREAT FALLS;USA;Januar;-3.44;13.6;0
50.95;-1.36;SOU;SOUTHAMPTON;ENGLAND;November;6.66;13.6;0
28.7;-105.96;CUU;CHIHUAHUA;MEXICO;Mai;24.82;13.61;19136.47
60.84;-115.78;YHY;HAY RIVER;CANADA;Maerz;-13.73;13.61;0
69.55;-93.58;YYH;SPENCE BAY;CANADA;November;-18.15;13.62;0
38.97;121.54;DLC;DALIAN;CHINA;Maerz;-0.86;13.63;14625.88
67.82;-115.14;YCO;COPPERMINE;CANADA;Mai;-4.58;13.63;14880
31.23;35.19;N/A;TEL-AVIV FIR/CTA/UTA;ISRAEL;Februar;17.83;13.65;10035.79
51.52;-109.18;YKY;KINDERSLEY;CANADA;Oktober;4.08;13.66;0
34.57;69.21;KBL;KABUL;AFGHANISTAN;Mai;20.13;13.67;0
22.25;-100.93;SLP;SAN LUIS POTOSI;MEXICO;Januar;12.95;13.68;11572.94
32.12;-110.94;TUS;TUCSON;USA;Maerz;16.55;13.69;16801.09
32.17;-110.88;DMA;TUCSON;USA;Maerz;16.55;13.69;16801.09
50.29;-107.69;YYN;SWIFT CURRENT;CANADA;Maerz;-3.07;13.69;11610
-50.02;-68.58;RZA;SANTA CRUZ;ARGENTINA;August;5.4;13.7;0
-33.97;18.6;CPT;CAPE TOWN;SOUTH AFRICA;Maerz;20.07;13.7;17208.89
25.16;75.85;KTU;KOTA;INDIA;Mai;36.24;13.7;0
48.42;-101.36;MIB;MINOT;USA;Februar;-9.2;13.7;0
62.21;-133.38;ZFA;FARO;CANADA;April;0.07;13.7;0
19.28;-103.58;CLQ;COLIMA;MEXICO;Januar;22.92;13.71;14689.41
32.12;-110.94;TUS;TUCSON;USA;November;16.37;13.71;14068.1
32.17;-110.88;DMA;TUCSON;USA;November;16.37;13.71;14068.1
17.47;47.12;SHW;SHARURAH;SAUDI ARABIA;Maerz;26.56;13.73;16065.71
33.3;-104.53;ROW;ROSWELL;USA;Dezember;5.14;13.74;0
45.77;-122.86;SPB;SAN LUIS;USA;August;20.76;13.74;14144.17
-21.16;27.47;FRW;FRANCISTOWN;BOTSWANA;April;21.96;13.75;0
23.18;89.16;JSR;JESSORE;BANGLADESH;Januar;17.18;13.75;10770
64.3;-149.12;N/A;CLEAR MEWS;USA;Januar;-18.53;13.75;0
-5.66;132.73;N/A;LANGGUR;INDONESIA;Juli;28.38;13.76;8778
24.43;54.46;AZI;ABU DHABI;UNITED ARAB EMIRATES;Januar;19.33;13.76;14944.8
39.08;63.61;N/A;CHARDZHOU;RUSSIA;Mai;23.82;13.76;19582.86
36.02;-102.55;DHT;DALHART;USA;Dezember;2.54;13.77;0
-22.05;-60.62;N/A;MARISCAL ESTIGARRIBIA;PARAGUAY;September;24.1;13.78;12004.29
50.42;127.41;BQS;BLAGOVESCHENSK;RUSSIA;November;-9.81;13.78;0
8.43;20.64;NDL;N'DELE;CENTRAL AFRICAN REP.;Maerz;30.09;13.8;15600
32.31;10.38;N/A;REMADA;TUNISIA;November;18.4;13.8;0
55.68;-6.26;ILY;ISLAY;UK;Juli;14.5;13.8;0
64.82;-147.86;FAI;FAIRBANKS;USA;Mai;10.3;13.8;3960
-4.58;-81.25;TYL;TALARA;PERU;April;26.67;13.81;0
-4.55;-81.22;TYL;TALARA;PERU;April;26.67;13.81;0
54.41;-110.28;YOD;COLD LAKE;CANADA;Februar;-12.08;13.81;7540
48.94;-97.24;N/A;PEMBINA;USA;Januar;-14.4;13.82;0
56.23;-117.45;YPE;PEACE RIVER;CANADA;Februar;-13.08;13.82;0
21.09;79.05;NAG;NAGPUR;INDIA;Februar;23.85;13.83;15328.8
65.56;-167.92;TNC;TIN CITY;USA;April;-0.48;13.83;0
33.82;-118.15;LGB;LONG BEACH;USA;April;16.9;13.84;0
62.46;-114.44;YZF;YELLOWKNIFE;CANADA;Mai;6.06;13.84;0
35.43;8.12;TEE;TEBESSA;ALGERIA;Juli;27.46;13.85;20933.33
35.69;51.31;THR;TEHERAN;IRAN;Oktober;19.64;13.85;15056.84
35.7;51.48;N/A;TEHERAN;IRAN;Oktober;19.64;13.85;15056.84
53.74;91.39;ABA;ABAKAN;RUSSIA;April;4.85;13.85;12581.74
39.7;-104.75;BKF;BUCKLEY;USA;Februar;0.32;13.86;11386
26.95;64.13;PJG;PANJGUR;PAKISTAN;Januar;11.27;13.87;16428
53.21;-105.67;YPA;PRINCE ALBERT;CANADA;Dezember;-14.46;13.87;4830
-34.59;-68.4;AFA;SAN RAFAEL;ARGENTINA;August;9.41;13.88;12264
52.17;-106.7;YXE;SASKATOON;CANADA;Januar;-13.12;13.88;0
46.89;75.01;N/A;BALKHASH;RUSSIA;Januar;-13.67;13.89;8755.38
8.98;38.8;ADD;ADDIS ABABA;ETHIOPIA;November;16.19;13.9;16473.33
9;38.73;N/A;ADDIS ABABA;ETHIOPIA;November;16.19;13.9;16473.33
31.76;34.73;N/A;HAZTOR;ISRAEL;April;18.96;13.9;16495.71
31.84;34.82;N/A;TEL-NOF;ISRAEL;April;18.96;13.9;16495.71
33.97;-80.47;SSC;SUMTER;USA;November;12.39;13.9;0
45.56;-93.61;PNM;PRINCETON;USA;Februar;-7.34;13.9;0
48.94;-97.24;N/A;PEMBINA;USA;Maerz;-5.01;13.9;0
55.48;65.42;KRO;KURGAN;RUSSIA;Februar;-13.85;13.9;7860
27.44;41.69;HAS;HAIL;SAUDI ARABIA;November;17.27;13.91;14577.14
38.73;30.6;AFY;AFYON;TURKEY;August;15.61;13.92;19702.86
52.17;-106.7;YXE;SASKATOON;CANADA;November;-5;13.92;0
0.58;12.89;MKU;MAKOKOU;GABON;Juli;22.98;13.93;15780
14.58;-90.53;GUA;GUATEMALA CITY;GUATEMALA;Dezember;18.45;13.94;0
41.71;-4.85;VLL;VALLADOLID;SPAIN;Juli;21.51;13.94;22260
47.71;67.73;DZH;DZHEZKAZGAN;RUSSIA;Oktober;6.46;13.94;12109.09
5.02;6.95;PHC;PORT HARTCOURT;NIGERIA;Februar;28.4;13.95;0
55.3;61.51;CEK;CHELYABINSK;RUSSIA;Januar;-13.66;13.95;0
76.53;-68.7;THU;THULE;GREENLAND;Juni;2.72;13.95;0
36.08;-115.15;LAS;LAS VEGAS;USA;Januar;9.5;13.96;9719.29
67.57;-139.84;YOC;OLD CROW;CANADA;April;-8.93;13.96;0
-50.34;-72.25;ING;LAGO ARGENTINO;ARGENTINA;Februar;13.39;13.97;13737.14
23.78;90.38;N/A;DHAKA;BANGLADESH;Dezember;19.92;13.97;8860
50.43;-104.67;YQR;REGINA;CANADA;Dezember;-11.86;13.97;4770
71.29;-156.77;BRW;BARROW;USA;Oktober;-5.86;13.97;0
12.5;-70.02;AUA;ORANJESTAD;ARUBA;September;29.75;13.98;0
23.59;58.28;MCT;MUSCAT;OMAN;Januar;21.1;13.98;15008.57
24.12;-104.53;DGO;DURANGO;MEXICO;Januar;12.64;13.98;14097
24.15;89.05;IRD;ISHURDI;BANGLADESH;November;22.15;13.98;13662
8.48;-9.53;MCA;MACENTA;GUINEA;Januar;23.5;14;0
21.68;39.16;JED;JEDDAH;SAUDI ARABIA;Januar;23.53;14;14097
30.55;47.66;BSR;BASRAH;IRAQ;Januar;14.23;14;0
34.38;-103.32;CVS;CLOVIS;USA;April;13.42;14;0
38.81;27.83;N/A;AKHISAR;TURKEY;Juni;11.11;14;0
53.23;5.76;LWR;LEEUWARDEN;NETHERLANDS;September;11.3;14;0
29.18;75.75;N/A;HISSAR;INDIA;Maerz;22.56;14.01;0
6.9;-5.37;ASK;YAMOUSSOUKRO;IVORY COAST;Dezember;25.15;14.02;10908
37.89;-121.24;SCK;STOCKTON;USA;Mai;19.26;14.02;0
25.07;61.81;N/A;JIWANI;PAKISTAN;Maerz;21.12;14.04;15249
27.82;-17.89;VDE;HIERRO;CANARY ISLANDS;April;19.74;14.05;13033.04
31.23;35.19;N/A;TEL-AVIV FIR/CTA/UTA;ISRAEL;Januar;16.36;14.05;9508.57
33.37;-7.59;CMN;CASABLANCA;MOROCCO;Mai;19.1;14.05;18586.15
49.91;-99.95;YBR;BRANDON;CANADA;Februar;-15.54;14.05;0
49.21;119.83;HLD;HAILAR;CHINA;April;3.26;14.06;14203.2
-25.83;28.22;N/A;WATERKLOOF;SOUTH AFRICA;September;18.75;14.07;16353
32.05;72.67;N/A;SARGODHA;PAKISTAN;Dezember;13.89;14.07;12768
33.54;-112.38;LUF;PHOENIX;USA;Oktober;24.77;14.07;18047.5
58.62;-117.17;YOJ;HIGH LEVEL;CANADA;Februar;-16.29;14.07;6945
-45.79;-67.47;CRD;COMODORO RIVADAVIA;ARGENTINA;Oktober;13.13;14.08;14488.89
-45.79;-67.47;CRD;COMODORO RIVADAVIA;ARGENTINA;November;15.96;14.08;16493.08
6.36;2.38;COO;COTONOU;BENIN;Dezember;28.32;14.08;13377.69
53.36;-110.82;YVG;VERMILLION;CANADA;Januar;-12.18;14.08;0
-23.38;43.73;TLE;TOLIARA;MADAGASCAR;November;21.83;14.09;0
36.24;-115.03;LSV;LAS VEGAS;USA;Januar;9.16;14.09;9719.29
64.3;-149.12;N/A;CLEAR MEWS;USA;Mai;9.76;14.09;0
8.41;124.61;CGY;LADAG;PHILIPPINES;April;28.13;14.1;0
23.32;85.32;IXR;RANCHI;INDIA;Januar;16.62;14.1;0
33.43;-112.01;PHX;PHOENIX;USA;November;18.39;14.1;15534
33.54;-112.38;LUF;PHOENIX;USA;November;18.11;14.1;15534
35.75;139.35;OKO;YOKOTA;JAPAN;Januar;3.7;14.1;0
36.18;5.32;GSF;SETIF;ALGERIA;August;7.41;14.1;19454.4
61.58;5.03;FRO;FLORO;NORWAY;Juli;14.59;14.1;0
69.23;-51.07;JAV;JAKOBSHAVN;GREENLAND;Mai;5.6;14.1;0
21.48;-158.04;N/A;WHEELER AFB.;USA;Juli;27.03;14.11;21019
23.59;58.28;MCT;MUSCAT;OMAN;Maerz;24.97;14.11;16165
24.99;102.74;KMG;KUNMING;CHINA;Februar;11.44;14.11;13887.5
37.89;23.73;HEW;ATHENS;GREECE;Mai;21.29;14.11;17873.08
46.28;48.01;ASF;ASTRAKHAN;RUSSIA;Januar;-3.56;14.11;4764
21.42;-104.84;TPQ;TEPIC;MEXICO;Januar;18.47;14.13;14345.71
35.33;4.21;N/A;BOU SAADA;ALGERIA;Januar;9.07;14.13;11673.91
64.82;-147.86;FAI;FAIRBANKS;USA;Januar;-22.21;14.13;0
64.84;-147.61;FBK;FORT WAINWRIGHT;USA;Januar;-22.22;14.13;0
11.55;104.84;PNH;PHNOM-PENH;CAMBODIA;Februar;28;14.14;13980
-51.61;-69.31;RGL;RIO GALLEGOS;ARGENTINA;September;5.68;14.15;9636
-22.77;-64.32;BJO;BERMEJO;BOLIVIA;Juni;15.83;14.15;0
-8.75;115.17;DPS;DENPASAR;INDONESIA;August;26.28;14.15;16860
22.66;88.45;CCU;CALCUTTA;INDIA;Dezember;19.73;14.15;10039.2
32.87;-117.14;NKX;MIRAMAR;USA;Oktober;19.47;14.15;14495.4
35.04;-106.61;ABQ;KIRTLAND A.F.B.;USA;November;7.88;14.15;11650.25
39.54;76.02;KHG;KASHI;CHINA;Mai;20.56;14.15;16471.11
32.11;34.78;SDV;TEL-AVIV;ISRAEL;April;19;14.16;16495.71
-43.21;-65.27;REL;TRELEW;ARGENTINA;September;10.56;14.17;12065
29.79;40.1;AJO;AL-JOUF;SAUDI ARABIA;Januar;10.09;14.17;0
33.68;-117.87;SNA;SANTA ANA;USA;April;16.75;14.17;0
33.71;-117.83;NTK;TUSTIN;USA;April;16.75;14.17;0
46.61;-111.98;HLN;HELENA;USA;Februar;-2.94;14.17;9797.4
9.39;-5.56;HGO;KORHOGO;IVORY COAST;Dezember;26.5;14.2;16344
25.45;82.86;VNS;VARANASI;INDIA;Dezember;16.57;14.2;0
35.33;4.21;N/A;BOU SAADA;ALGERIA;Maerz;14.45;14.2;13572
36.63;128.36;YEC;YECHON;KOREA;Februar;1.95;14.2;13500
68.78;-81.24;YUX;HALL BEACH;CANADA;April;-19.05;14.21;0
12.5;-70.02;AUA;ORANJESTAD;ARUBA;Mai;28.78;14.22;0
56.86;-101.08;YYL;LYNN LAKE;CANADA;Februar;-20.29;14.22;7932
-8.56;116.09;AMI;MATARAM;INDONESIA;August;25.51;14.23;14790
39.08;63.61;N/A;CHARDZHOU;RUSSIA;Dezember;3.69;14.23;7481.05
-38.95;-68.16;NQN;NEUQUEN;ARGENTINA;September;11.86;14.24;11395
26.27;50.63;BAH;BAHRAIN;BAHRAIN;Maerz;17.59;14.24;15423.53
51.11;-114.02;YYC;CALGARY;CANADA;Dezember;-6.51;14.24;0
31.78;-103.2;INK;WINK;USA;Juni;29.08;14.25;0
33.43;-112.01;PHX;PHOENIX;USA;Oktober;25.14;14.25;18047.5
58.42;-130.03;YDL;DEASE LAKE;CANADA;Maerz;-7.02;14.25;0
-25.83;28.22;N/A;WATERKLOOF;SOUTH AFRICA;Mai;14.68;14.26;16737.27
30.94;-6.91;OZZ;OUARZAZATE;MOROCCO;Februar;11.87;14.26;15477.6
33.07;-16.35;PXO;PORTO SANTO;MADEIRA;Juni;19.94;14.26;14103.75
24.25;54.55;N/A;ABU DHABI;UNITED ARAB EMIRATES;Januar;19.16;14.28;14978.4
24.43;54.65;AUH;ABU DHABI;UNITED ARAB EMIRATES;Januar;19.18;14.28;14978.4
20.96;-156.67;JHM;LAHANIA-KAPALUA;USA;August;26.32;14.29;16863.13
21.42;-104.84;TPQ;TEPIC;MEXICO;November;21.13;14.29;14850
39.78;64.48;BHK;BUKHARA;RUSSIA;Dezember;2.79;14.29;0
48.37;-89.32;YQT;THUNDER BAY;CANADA;Januar;-18.19;14.29;0
11.03;77.04;CJB;COIMBATORE;INDIA;Februar;26.51;14.3;0
27.39;-109.83;CEN;CIUDAD OBREGON;MEXICO;November;24;14.3;0
40.08;116.58;PEK;BEIJING;CHINA;November;20.76;14.3;10345.38
53.21;-105.67;YPA;PRINCE ALBERT;CANADA;Maerz;-7.13;14.3;11910
38.08;-7.93;N/A;BEJA (MADEIRA);ACORES;Juni;21.66;14.31;18540
48.18;-103.64;ISN;WILLISTON;USA;Januar;-11.4;14.31;8386.75
11.03;77.04;CJB;COIMBATORE;INDIA;Dezember;24.38;14.33;0
21.71;-102.32;AGU;AGUASCALIENTES;MEXICO;Februar;16.85;14.33;15720
34.52;113.84;CGO;ZHENGZHOU;CHINA;Februar;4.43;14.33;7451.11
33.3;-104.53;ROW;ROSWELL;USA;April;16.92;14.34;0
39.48;22.77;N/A;STEFANOVIKION;GREECE;August;27.11;14.34;19393.33
51.52;-109.18;YKY;KINDERSLEY;CANADA;November;-4.09;14.34;0
53.58;-116.47;YET;EDSON;CANADA;Dezember;-10.81;14.35;0
68.78;-81.24;YUX;HALL BEACH;CANADA;Maerz;-28.28;14.35;0
29.18;75.75;N/A;HISSAR;INDIA;Januar;12.9;14.36;0
64.84;-147.61;FBK;FORT WAINWRIGHT;USA;Mai;10.28;14.36;3960
-32.87;-68.87;N/A;MENDOZA;ARGENTINA;September;14.3;14.37;13640
-43.21;-65.27;REL;TRELEW;ARGENTINA;Dezember;19.91;14.38;17649.23
50.43;-104.67;YQR;REGINA;CANADA;November;-4.78;14.39;5196
39.42;-118.7;NFL;FALLON;USA;Februar;4.41;14.4;0
58.99;22.83;N/A;KARDLA;ESTONIA;Dezember;2.13;14.4;0
69.43;-133.03;YUB;TUKTOYAKTUK;CANADA;Maerz;-24.04;14.4;0
19.15;-96.19;VER;VERA CRUZ;MEXICO;Februar;24.85;14.41;10824.55
27.79;66.64;N/A;KHUZDHAR;PAKISTAN;April;24.96;14.44;18570
46.61;-111.98;HLN;HELENA;USA;November;0.54;14.44;5621
-33.56;-70.69;N/A;SANTIAGO;CHILE;April;14.67;14.45;11691.11
10.45;14.26;MVR;MAROUA;CAMEROON;Oktober;29.27;14.45;15285
22.31;70.78;RAJ;RAJKOT;INDIA;Oktober;27.96;14.45;0
61.09;-94.07;YEK;ESKIMO POINT;CANADA;Mai;-3.96;14.47;0
55.29;-114.78;YZH;SLAVE LAKE;CANADA;November;-4.85;14.48;0
-33.73;-65.39;N/A;VILLA REYNOLDS;ARGENTINA;Juli;7.25;14.5;11140
27.77;-97.5;CRP;CORPUS CHRISTI;USA;Dezember;11.45;14.5;0
33.76;2.93;LOO;LAGHOUAT;ALGERIA;August;30.81;14.5;17674.74
34.05;-6.75;RBA;RABAT;MOROCCO;September;21.49;14.5;15842.22
34.56;38.32;PMS;PALMYRA;SYRIA;Dezember;8.17;14.5;9672
36.71;67.21;MZR;MAZAR-I-SHARIF;AFGHANISTAN;Mai;12.8;14.5;0
42.91;-106.46;CPR;CASPER;USA;Februar;-2.88;14.5;0
63.05;17.77;KRF;KRAMFORS;SWEDEN;Februar;-5.6;14.5;0
66.42;112.05;N/A;POLYARNY;RUSSIA;November;-21.7;14.5;0
66.57;-145.25;FYU;FORT YUKON;USA;Oktober;-18.45;14.5;0
-32.97;18.16;N/A;LANGEBAANWEG;SOUTH AFRICA;November;17.04;14.51;0
39.78;64.48;BHK;BUKHARA;RUSSIA;Januar;1.81;14.51;0
-33.46;-70.55;N/A;SANTIAGO;CHILE;April;14.74;14.52;11691.11
34.79;5.74;BSK;BISKRA;ALGERIA;Oktober;23.6;14.52;15784.8
39.86;4.22;MAH;MENORCA;SPAIN;Juni;12.48;14.52;19020
39.86;4.26;MAH;MENORCA;SPAIN;Juni;14.56;14.52;19020
34.2;-118.36;BUR;BURBANK;USA;Oktober;19.83;14.53;0
25.55;-100.93;SLW;SALTILLO;MEXICO;April;19.22;14.55;16822.11
50.33;-105.56;YMJ;MOOSE JAW;CANADA;Maerz;-3.85;14.55;0
-38.95;-68.16;NQN;NEUQUEN;ARGENTINA;Januar;24.02;14.56;19460.87
34.17;51.32;N/A;MAHMOOD ABAD;IRAN;April;19.32;14.56;0
-16.14;-62.03;CEP;CONCEPTION;BOLIVIA;Juli;21.93;14.57;0
4.22;15.79;BBT;BERBERATI;CENTRAL AFRICAN REP.;Dezember;23.95;14.57;14180
29.48;60.91;ZAH;ZAHEDAN;IRAN;Januar;7.82;14.59;14022.86
-20.7;-46.34;N/A;ALPINOPOLIS;BRAZIL;Mai;19.3;14.6;0
22.58;120.35;KHH;KAOHSIUNG;TAIWAN;Februar;21.43;14.6;0
22.67;120.46;PIF;PINGTUNG;TAIWAN;Februar;21.43;14.6;0
22.71;120.28;N/A;TSOYING;TAIWAN;Februar;21.2;14.6;0
24.06;-74.52;ZSA;COCKBURN TOWN;BAHAMAS;April;26.1;14.6;0
31.81;-106.38;ELP;EL PASO;USA;Oktober;19.17;14.6;18268.5
37.93;-100.72;GCK;GARDEN CITY;USA;April;10.96;14.6;0
60.57;-151.25;ENA;KENAI;USA;April;2.68;14.6;0
60.71;-135.07;YXY;WHITEHORSE;CANADA;Februar;-12;14.6;5887.5
64.06;24.72;N/A;YLIVIESKA-RAUDASKYLA;FINLAND;Juli;13.05;14.6;0
31.64;-106.43;CJS;CIUDAD JUAREZ;MEXICO;Oktober;19.18;14.61;18268.5
34.73;-120.58;VBG;LOMPOC;USA;Oktober;16.01;14.61;0
47.45;-122.31;SEA;SEATTLE;USA;Juli;19.14;14.61;17570
47.53;-122.3;BFI;SEATTLE;USA;Juli;19.24;14.61;17570
31.07;33.84;N/A;EL ARISH;EGYPT;Februar;12.73;14.62;13920
31.07;34.13;N/A;EL-GORA;EGYPT;Februar;13.67;14.62;13920
50.29;-107.69;YYN;SWIFT CURRENT;CANADA;November;-2.76;14.62;7770
-47.74;-65.9;PUD;PUERTO DESEADO;ARGENTINA;September;7.58;14.63;7238.18
-36.59;-64.28;RSA;SANTA ROSA;ARGENTINA;Juli;7.49;14.63;9267.5
14.87;103.49;N/A;SURIN;THAILAND;November;28.66;14.63;0
31.85;-106.38;ELP;EL PASO;USA;Oktober;19.15;14.63;18268.5
47.21;-119.32;MWH;GRANT COUNTY AIRPORT;USA;April;10.78;14.63;0
10.18;-67.56;N/A;MARACAIBO;VENEZUELA;Dezember;24.98;14.64;15019.09
46.89;75.01;N/A;BALKHASH;RUSSIA;Juli;24.2;14.64;22694.29
33.55;-7.66;CAS;CASABLANCA;MOROCCO;Mai;19.33;14.67;18586.15
21.71;-102.32;AGU;AGUASCALIENTES;MEXICO;November;16.9;14.68;13827.27
49.21;-102.97;YEN;ESTEVAN;CANADA;Februar;-11.83;14.68;8520
22.72;75.8;IDR;INDORE;INDIA;Mai;32.65;14.69;18784.29
35.04;-106.61;ABQ;KIRTLAND A.F.B.;USA;Juni;24.7;14.69;21962.27
-32.08;-52.17;RIG;RIO GRANDE;BRAZIL;April;20.73;14.7;0
-31.14;136.82;UMR;WOOMERA;AUSTRALIA;Januar;27.72;14.7;20364
-22.81;-42.09;N/A;SAO PEDRO DA ALDEIA;BRAZIL;Juli;21.13;14.7;0
46.31;-0.4;NIT;NIORT;FRANCE;April;13.85;14.7;0
8.12;-63.54;CBL;CIUDAD BOLIVAR;VENEZUELA;Februar;27.1;14.71;13277.14
9.56;31.65;MAK;MALAKAL;SUDAN;November;28.48;14.71;16254.55
53.31;-110.07;YLL;LLOYDMINSTER;CANADA;Dezember;-12.13;14.71;0
-5.06;-42.82;THE;TERESINA;BRAZIL;Juli;27.61;14.72;17269.09
51.1;-100.05;YDN;DAUPHIN;CANADA;Januar;-15.03;14.73;0
68.53;-89.81;YBB;PELLY BAY;CANADA;Oktober;-7.32;14.73;0
11.12;-74.23;SMR;SANTA MARTA;COLOMBIA;Dezember;28.33;14.74;15688.8
14.87;103.49;N/A;SURIN;THAILAND;Februar;26.73;14.74;0
60.02;-111.96;YSM;FORT SMITH;CANADA;Januar;-21.66;14.74;3660
36.78;-119.72;FAT;FRESNO;USA;Oktober;19.32;14.75;18200.25
41.16;-104.81;CYS;CHEYENNE;USA;November;2.32;14.75;11799.17
53.67;-113.47;YED;EDMONTON;CANADA;Januar;-10.22;14.75;0
33.43;-112.01;PHX;PHOENIX;USA;September;31.77;14.76;16201.4
40.23;29.01;BTZ;BURSA;TURKEY;Juli;25.45;14.76;19149.47
-27.77;-64.31;SDE;SANTIAGO DEL ESTERO;ARGENTINA;Mai;16.19;14.77;9867.5
12.63;99.95;HHQ;PRACHUAP KHIRI KHAN;THAILAND;Februar;27.67;14.78;0
35.43;-119.06;BFL;BAKERSFIELD;USA;April;17.45;14.79;0
49.63;-112.8;YQL;LETHBRIDGE;CANADA;Dezember;-9.51;14.79;0
50.43;-104.67;YQR;REGINA;CANADA;Maerz;-5.21;14.79;10128
63.99;-145.72;BIG;DELTA JUNCTION;USA;Oktober;-2.09;14.79;0
31.94;-102.2;MAF;MIDLAND;USA;Februar;9.42;14.8;13760
33.54;-112.38;LUF;PHOENIX;USA;September;31.58;14.8;16201.4
34.57;69.21;KBL;KABUL;AFGHANISTAN;Dezember;3.08;14.8;0
35.62;-106.09;SAF;SANTA FE;USA;Oktober;11.5;14.8;0
47.99;1.76;ORE;ORLEANS;FRANCE;April;14.06;14.8;0
-25.65;28.22;PRY;PRETORIA;SOUTH AFRICA;Mai;15.24;14.81;16980
62.16;-145.46;GKN;GULKANA;USA;Februar;-14.54;14.81;0
-2.16;-79.88;GYE;GUAYAQUIL;ECUADOR;Oktober;25.44;14.82;3600
37.49;57.3;N/A;BOJNORD;IRAN;Januar;1.34;14.83;9973.33
60.12;-128.82;YQH;WATSON LAKE;CANADA;April;-0.11;14.83;0
67.55;-64.03;YVM;BROUGHTON ISLAND;CANADA;Januar;-25.67;14.83;0
-64.24;-56.63;N/A;MARAMBIO BASE;ANTARCTICA;Juni;-14.77;14.84;168
26.25;73.05;JOH;JODHPUR;INDIA;Mai;26.4;14.84;18900
27.79;66.64;N/A;KHUZDHAR;PAKISTAN;Juni;31.77;14.84;16080
33.07;-16.35;PXO;PORTO SANTO;MADEIRA;September;22.41;14.84;13411.76
