CODE;CITY;COUNTRY;LAT;LON
EZS;ELAZIG;TURKEY;38.61;39.29
AGQ;AGRINION;GREECE;38.60;21.35
DYU;DUSHANBE;RUSSIA;38.54;68.83
N/A;IZMIR;TURKEY;38.52;26.98
VAN;VAN;TURKEY;38.47;43.33
MLX;MALATYA;TURKEY;38.44;38.09
GAJ;YAMAGATA;JAPAN;38.41;140.37
N/A;MATSUSHIMA;JAPAN;38.41;141.22
JKH;CHIOS;GREECE;38.34;26.14
N/A;ARDABIL;IRAN;38.33;48.42
ADB;IZMIR;TURKEY;38.29;27.16
N/A;SHIJIAZHUANG;CHINA;38.28;114.70
PMO;PALERMO;ITALY;38.18;13.09
GPA;PATRAS;GREECE;38.15;21.43
SHO;SOKCH'O;KOREA;38.15;128.60
N/A;MARATHON;GREECE;38.15;24.01
SDJ;SENDAI;JAPAN;38.14;140.92
TBZ;TABRIZ;IRAN;38.13;46.24
EFL;KEFFALLINIA;GREECE;38.12;20.50
PMO;PALERMO;ITALY;38.11;13.31
N/A;DEKELIA;GREECE;38.11;23.78
REG;REGGIO CALABRIA;ITALY;38.07;15.65
N/A;ELEFSIS;GREECE;38.06;23.56
N/A;YANGKU;KOREA;38.06;128.67
ASB;ASHKHABAD;RUSSIA;37.99;58.36
N/A;MEGARA;GREECE;37.98;23.37
BAL;BATMAN;TURKEY;37.93;41.12
PYR;ANDRAVIDA;GREECE;37.92;21.29
TPS;TRAPANI;ITALY;37.91;12.49
HEW;ATHENS;GREECE;37.89;23.73
N/A;CHUNCHON;KOREA;37.88;127.72
N/A;AYDIN;TURKEY;37.82;27.89
DNZ;DENIZLI;TURKEY;37.79;29.70
N/A;ISPARTA;TURKEY;37.79;30.58
KAG;KANGNUNG;KOREA;37.75;128.94
ZTH;ZAKYNTHOS;GREECE;37.75;20.88
TYN;TAIYUAN;CHINA;37.75;112.63
SMI;SAMOS;GREECE;37.69;26.91
N/A;SHAHR ABAD;IRAN;37.63;56.17
GMP;SEOUL;KOREA;37.56;126.79
N/A;TRIPOLIS;GREECE;37.53;22.41
N/A;BOJNORD;IRAN;37.49;57.30
CTA;CATANIA;ITALY;37.47;15.07
SSN;SEOUL EAST;KOREA;37.45;127.11
JMK;MYKONOS;GREECE;37.44;25.35
N/A;SYROS;GREECE;37.42;24.95
YNT;YANTAI;CHINA;37.40;121.37
NSY;SIGONELLA;ITALY;37.40;14.92
N/A;KALALEH;IRAN;37.38;55.45
N/A;MARAGHEH;IRAN;37.35;46.13
RAS;RASHT;IRAN;37.33;49.61
N/A;TERMEZ;RUSSIA;37.29;67.31
N/A;BIZERTE;TUNISIA;37.25;9.79
N/A;SUWON;KOREA;37.24;127.01
LRS;LEROS;GREECE;37.19;44799.00
N/A;SANLIURFA;TURKEY;37.09;38.85
OSN;OSAN;KOREA;37.09;127.03
KLX;KALAMATA;GREECE;37.07;22.03
HTN;HOTAN;CHINA;37.04;79.87
N/A;KAMISHLI;SYRIA;37.02;41.19
ADA;ADANA;TURKEY;37.00;35.43
N/A;SPARTI;GREECE;36.97;22.53
N/A;PYONGTAEK;KOREA;36.96;127.03
GZT;GAZIANTEP;TURKEY;36.95;37.48
RZR;RAMSAR;IRAN;36.91;50.68
N/A;GORGAN;IRAN;36.91;54.40
AYT;ANTALYA;TURKEY;36.90;30.79
TUN;TUNIS;TUNISIA;36.85;10.23
AAE;ANNABA;ALGERIA;36.82;7.81
PNL;PANTELLERIA;ITALY;36.82;11.97
GJL;JIJEL;ALGERIA;36.80;5.87
KGS;KOS;GREECE;36.79;27.09
N/A;TALUQAN;AFGHANISTAN;36.78;69.53
N/A;SHEBERGHAN;AFGHANISTAN;36.75;65.91
N/A;BORDJ EL AMRI;TUNISIA;36.72;9.94
N/A;CHONGJU;KOREA;36.72;127.50
DLM;DALAMAN;TURKEY;36.71;28.79
BJA;BEJAJA;ALGERIA;36.71;44747.00
MZR;MAZAR-I-SHARIF;AFGHANISTAN;36.71;67.21
ALG;ALGIER;ALGERIA;36.69;3.22
UND;KUNDUZ;AFGHANISTAN;36.67;68.91
N/A;NOSHAHR;IRAN;36.66;51.47
TOY;TOYAMA;JAPAN;36.65;137.19
N/A;DASHT-E-NAZ;IRAN;36.64;53.19
YEC;YECHON;KOREA;36.63;128.36
N/A;ISKENDERUN;TURKEY;36.57;36.15
N/A;BOUFARIK;ALGERIA;36.55;2.88
ZGC;LANZHOU;CHINA;36.52;103.62
N/A;BLIDA;ALGERIA;36.50;2.81
N/A;SARAKHS;IRAN;36.50;61.07
N/A;EMAM SHAHR;IRAN;36.42;55.11
RHO;RHODOS;GREECE;36.41;28.09
JTR;SANTORINI;GREECE;36.40;25.48
KMQ;KANAZAWA;JAPAN;36.39;136.41
N/A;RHODOS;GREECE;36.38;28.11
CZL;CONSTANTINE;ALGERIA;36.28;6.62
KIT;KITHIRA;GREECE;36.27;23.02
TAO;QINGDAO;CHINA;36.26;120.38
N/A;GHAZVIN;IRAN;36.24;50.05
QAS;ECH-CHELIFF;ALGERIA;36.21;1.33
ALP;ALEPPO;SYRIA;36.18;37.22
N/A;HYAKURI;JAPAN;36.18;140.42
OKI;OKI ISLAND;JAPAN;36.18;133.33
GSF;SETIF;ALGERIA;36.18;5.32
MMJ;MATSUMOTO;JAPAN;36.17;137.92
N/A;FUKUI;JAPAN;36.14;136.22
N/A;TELERGMA;ALGERIA;36.11;6.36
MMZ;MAIMAMA;AFGHANISTAN;35.93;64.76
GIL;GILGIT;PAKISTAN;35.92;74.33
N/A;MALTA ACC;MALTA;35.92;14.42
KUB;KUNSAN;KOREA;35.90;126.62
TAE;TAEGU;KOREA;35.89;128.66
N/A;CHITRAL;PAKISTAN;35.89;71.80
N/A;JHUNJU;KOREA;35.88;127.12
MLA;MALTA;MALTA;35.86;14.48
N/A;KYUNGJU;KOREA;35.86;129.21
N/A;SHIMOFUSA;JAPAN;35.80;140.01
NRT;TOKYO;JAPAN;35.77;140.39
MIR;MONASTIR;TUNISIA;35.76;10.76
OKO;YOKOTA;JAPAN;35.75;139.35
N/A;TEHERAN;IRAN;35.70;51.48
THR;TEHERAN;IRAN;35.69;51.31
N/A;TOKYO;JAPAN;35.67;139.53
N/A;TEHERAN;IRAN;35.65;51.38
USN;ULSAN;KOREA;35.59;129.35
N/A;SEMNAN;IRAN;35.59;53.50
HND;TOKYO;JAPAN;35.55;139.78
CHQ;CHANIA;GREECE;35.53;24.15
TTJ;TOTTORI;JAPAN;35.53;134.17
N/A;AIN OUSSERA;ALGERIA;35.53;2.88
N/A;ZAMA;JAPAN;35.51;139.39
LMP;LAMPEDUSA;ITALY;35.50;12.62
YGJ;MIHO;JAPAN;35.49;133.24
TEE;TEBESSA;ALGERIA;35.43;8.12
LTK;LATAKIA;SYRIA;35.40;35.95
N/A;GIFU;JAPAN;35.39;136.87
TID;TIARET;ALGERIA;35.34;1.46
N/A;SKARDU;PAKISTAN;35.34;75.54
N/A;BOU SAADA;ALGERIA;35.33;4.21
DEZ;DEIRE ZOR;SYRIA;35.29;40.18
NGO;NAGOYA;JAPAN;35.26;136.92
SDG;SANANDAJ;IRAN;35.25;47.01
N/A;KASTELI;GREECE;35.19;25.33
PUS;KIMHAE;KOREA;35.18;128.94
N/A;CHINHAE;KOREA;35.14;128.70
N/A;TATEYAMA;JAPAN;34.99;139.83
LCA;LARNACA;CYPRUS;34.88;33.63
N/A;HAMADAN;IRAN;34.87;48.55
RSU;YEOSU;KOREA;34.84;127.62
SDT;SAIDU SHARIF;PAKISTAN;34.81;72.35
N/A;YAIZU;JAPAN;34.81;138.30
BSK;BISKRA;ALGERIA;34.79;5.74
ITM;OSAKA;JAPAN;34.79;135.44
OIM;OSHIMA;JAPAN;34.78;139.36
OKJ;OKAYAMA;JAPAN;34.76;133.86
N/A;HAMAMATSU;JAPAN;34.75;137.70
SFA;SFAX;TUNISIA;34.72;10.69
PFO;PAPHOS;CYPRUS;34.72;32.49
N/A;OSAKA;JAPAN;34.60;135.60
N/A;KOHNAN;JAPAN;34.59;133.93
AKT;AKROTIRI;CYPRUS;34.59;32.99
N/A;KLEIAT;LEBANON;34.59;36.01
KBL;KABUL;AFGHANISTAN;34.57;69.21
PMS;PALMYRA;SYRIA;34.56;38.32
CGO;ZHENGZHOU;CHINA;34.52;113.84
XIY;XI'AN;CHINA;34.45;108.75
HIJ;HIROSHIMA;JAPAN;34.44;132.92
GAF;GAFSA;TUNISIA;34.42;8.82
JAA;JALALABAD;AFGHANISTAN;34.40;70.50
KSH;BAKHTARAN;IRAN;34.35;47.16
MFG;MUZAFFARABAD;PAKISTAN;34.34;73.51
TAK;TAKAMATSU;JAPAN;34.21;134.02
HEA;HERAT;AFGHANISTAN;34.21;62.23
N/A;MAHMOOD ABAD;IRAN;34.17;51.32
N/A;IWAKUNI;JAPAN;34.14;132.24
N/A;ARAK;IRAN;34.14;49.85
IXL;LEH;INDIA;34.14;77.55
TKS;TOKUSHIMA;JAPAN;34.13;134.61
N/A;RISALPUR;PAKISTAN;34.08;71.97
N/A;OZUKI;JAPAN;34.05;131.05
N/A;HOFU;JAPAN;34.03;131.55
PEW;PESHAWAR;PAKISTAN;33.99;71.51
SXR;SRINAGAR;INDIA;33.99;74.77
N/A;TERBELA;PAKISTAN;33.99;72.61
TOE;TOZEUR;TUNISIA;33.94;8.11
UBJ;YAMAGUCHI;JAPAN;33.93;131.28
N/A;PARACHINAR;PAKISTAN;33.90;70.07
N/A;ASHIYA;JAPAN;33.88;130.65
GAE;GABES;TUNISIA;33.88;10.10
DJE;DJERBA;TUNISIA;33.88;10.78
RAZ;RAWALA KOT;PAKISTAN;33.85;73.80
KKJ;KITAKYUSHU;JAPAN;33.84;130.95
BEY;BEIRUT;LEBANON;33.81;35.49
LOO;LAGHOUAT;ALGERIA;33.76;2.93
IKI;IKI;JAPAN;33.75;129.79
N/A;TSUIKI;JAPAN;33.69;131.04
N/A;TABAS;IRAN;33.67;56.89
SHM;NANKI-SHIRAHAMA;JAPAN;33.66;135.36
ISB;ISLAMABAD;PAKISTAN;33.62;73.10
N/A;QASIM;PAKISTAN;33.56;73.03
KCZ;KOCHI;JAPAN;33.54;133.67
CJU;CHEJU;KOREA;33.51;126.49
OIT;OITA;JAPAN;33.48;131.74
N/A;KHORRAM ABAD;IRAN;33.44;48.29
DAM;DAMASCUS;SYRIA;33.41;36.52
N/A;SHINDAND;AFGHANISTAN;33.39;62.26
SDA;BAGHDAD;IRAQ;33.26;44.23
HAC;HACHIJOJIMA;JAPAN;33.12;139.79
N/A;MANGLA;PAKISTAN;33.05;73.64
N/A;MIRANSHAH;PAKISTAN;33.01;70.06
RPN;ROSH PINA;ISRAEL;32.98;35.57
N/A;BANNU;PAKISTAN;32.97;70.53
N/A;ABDANAN;IRAN;32.93;47.48
HRM;TILREMPT;ALGERIA;32.93;3.31
N/A;DARAN;IRAN;32.93;51.56
NGS;NAGASAKI;JAPAN;32.92;129.92
KMJ;KUMAMOTO;JAPAN;32.84;130.86
HFA;HAIFA;ISRAEL;32.81;35.04
N/A;EL BEIDA;LIBYA;32.79;21.96
N/A;ESFAHAN;IRAN;32.75;51.86
IXJ;JAMMU;INDIA;32.69;74.84
FUJ;FUKUE;JAPAN;32.67;128.83
TIP;TRIPOLI;LIBYA;32.66;13.16
N/A;RAMAT DAVID;ISRAEL;32.66;35.18
N/A;SEPAH;IRAN;32.62;51.70
N/A;MEGIDO AIRSTRIP;ISRAEL;32.60;35.23
N/A;ESFAHAN;IRAN;32.57;51.69
N/A;MIANWALI;PAKISTAN;32.56;71.57
N/A;EYN-SHEMER;ISRAEL;32.44;35.01
N/A;DEZFUL;IRAN;32.43;48.40
GHA;GHARDAIA;ALGERIA;32.38;3.79
OMF;MAFRAQ;JORDAN;32.36;36.26
N/A;REMADA;TUNISIA;32.31;10.38
N/A;WANA;PAKISTAN;32.31;69.57
IXP;PATHANKOT;INDIA;32.23;75.63
SDV;TEL-AVIV;ISRAEL;32.11;34.78
BEN;BENGHAZI;LIBYA;32.10;20.27
N/A;NYUTABARU;JAPAN;32.08;131.45
N/A;SARGODHA;PAKISTAN;32.05;72.67
TLV;TEL-AVIV;ISRAEL;32.01;34.88
QMJ;MASJED SOLEIMAN;IRAN;32.00;49.27
ADJ;AMMAN;JORDAN;31.97;35.99
OGX;OUARGLA;ALGERIA;31.92;5.41
N/A;DERA ISMAIL KHAN;PAKISTAN;31.91;70.90
AZD;YAZD;IRAN;31.91;54.28
KUU;KULU;INDIA;31.88;77.18
KMI;MIYAZAKI;JAPAN;31.88;131.45
JRS;JERUSALEM;ISRAEL;31.87;35.22
N/A;JERUSALEM;JORDAN;31.87;35.22
N/A;TEL-NOF;ISRAEL;31.84;34.82
KOJ;KAGOSHIMA;JAPAN;31.80;130.72
HFE;HEFEI;CHINA;31.78;117.30
N/A;HAZTOR;ISRAEL;31.76;34.73
AMM;AMMAN;JORDAN;31.72;35.99
ATQ;AMRITSAR;INDIA;31.71;74.80
EBM;EL BORMA;TUNISIA;31.70;9.25
TUI;TURAIF;SAUDI ARABIA;31.69;38.73
HME;HASSI-MESSAOUD;ALGERIA;31.67;41791.00
LHE;LAHORE;PAKISTAN;31.52;74.40
KDH;KANDAHAR;AFGHANISTAN;31.51;65.85
N/A;LAHORE;PAKISTAN;31.50;74.35
URY;GURIAT;SAUDI ARABIA;31.41;37.28
N/A;KANOYA;JAPAN;31.37;130.85
LYP;FAISALABAD;PAKISTAN;31.37;73.00
AWZ;AHWAZ;IRAN;31.34;48.76
MTZ;METZADA;ISRAEL;31.33;35.39
MUH;MERSA-MATRUH;EGYPT;31.33;27.22
BEV;BEER-SHEBA;ISRAEL;31.29;34.72
N/A;TEL-AVIV FIR/CTA/UTA;ISRAEL;31.23;35.19
N/A;NEVATIM;ISRAEL;31.21;35.01
SHA;SHANGHAI;CHINA;31.20;121.34
ALY;ALEXANDRIA;EGYPT;31.18;29.95
N/A;ZABOL;IRAN;31.10;61.54
N/A;SHIMLA;INDIA;31.08;77.06
N/A;EL ARISH;EGYPT;31.07;33.84
N/A;EL-GORA;EGYPT;31.07;34.13
RAE;ARAR;SAUDI ARABIA;30.91;41.14
LUH;LUDHIAHA;INDIA;30.85;75.95
N/A;OMIDYEH;IRAN;30.84;49.54
WUH;WUHAN;CHINA;30.78;114.21
N/A;RAMON;ISRAEL;30.78;34.67
N/A;SHOREKOTE;PAKISTAN;30.76;72.28
N/A;AGHAJARI;IRAN;30.75;49.68
N/A;OKARA;PAKISTAN;30.74;73.36
IXC;CHANDIGARH;INDIA;30.67;76.79
N/A;EYN-YAHAV;ISRAEL;30.62;35.20
CTU;CHENGDU;CHINA;30.58;103.95
ELG;EL GOLEA;ALGERIA;30.57;2.86
MRX;BANDAR MAHSHAHR;IRAN;30.56;49.15
N/A;TICHANG;CHINA;30.55;111.47
BSR;BASRAH;IRAQ;30.55;47.66
N/A;RAS LANOUF V 40;LIBYA;44711.00;18.53
KUM;YAKUSHIMA;JAPAN;30.39;130.66
N/A;MARSA BREGA;LIBYA;30.38;19.58
ABD;ABADAN;IRAN;30.37;48.23
N/A;GACHSARAN;IRAN;30.34;50.83
N/A;PATIALA;INDIA;30.32;76.36
N/A;RAFSANJAN;IRAN;30.30;56.05
N/A;BHATINDA;INDIA;30.27;74.76
KER;KERMAN;IRAN;30.26;56.96
UET;QUETTA;PAKISTAN;30.25;66.94
HGH;HANGZHOU;CHINA;30.23;120.43
MUX;MULTAN;PAKISTAN;30.20;71.42
LTD;GHADAMES;LIBYA;30.15;9.72
CAI;CAIRO;EGYPT;30.12;31.41
N/A;CAIRO;EGYPT;30.12;30.92
N/A;EMBABA;EGYPT;30.07;31.19
PAM;PANAMA CITY;USA;44772.00;-85.58
N/A;SAHARANPUR;INDIA;29.99;77.42
N/A;DERA GHAZI KHAN;PAKISTAN;29.96;70.49
VDA;OVDA;ISRAEL;29.94;34.94
N/A;ZARGHAN;IRAN;29.75;52.69
CKG;CHONGQING;CHINA;29.72;106.64
RAH;RAFHA;SAUDI ARABIA;29.63;43.49
AQJ;AQABA;JORDAN;29.61;35.02
N/A;SIRJAN;IRAN;29.55;55.67
SYZ;SHIRAZ;IRAN;29.54;52.59
N/A;NAUSHKI;PAKISTAN;29.54;66.02
ZAH;ZAHEDAN;IRAN;29.48;60.91
N/A;DAHRA;LIBYA;29.47;17.93
N/A;BAHAWALPURE;PAKISTAN;29.35;71.71
N/A;KHARK ISLAND;IRAN;29.26;50.32
N/A;HISSAR;INDIA;29.18;75.75
N/A;HON;LIBYA;44894.00;15.97
PGH;NAINITAL;INDIA;29.03;79.47
N/A;FASA;IRAN;28.89;53.72
N/A;DALBANDIN;PAKISTAN;28.88;64.40
N/A;BHIWANI;INDIA;28.84;76.18
N/A;BUATTIFEL;LIBYA;28.80;22.08
N/A;DARAB;IRAN;28.72;54.44
EGP;EAGLE PASS;USA;44770.00;-100.48
SKV;ST. CATHERINE;EGYPT;28.69;34.06
SUL;SUI;PAKISTAN;28.65;69.18
N/A;GIALLO;LIBYA;28.64;21.44
KHN;NANCHANG;CHINA;44740.00;115.92
N/A;KHARAN;PAKISTAN;28.59;65.43
N/A;ZELLA 74;LIBYA;28.59;17.29
N/A;JAHROM;IRAN;28.59;53.58
N/A;DELHI;INDIA;28.58;77.21
DEL;DELHI;INDIA;28.57;77.10
ASJ;AMAMI;JAPAN;28.43;129.71
TUU;TABUK;SAUDI ARABIA;28.37;36.62
AQI;HAFR AL-BATIN;SAUDI ARABIA;28.34;46.13
N/A;JACOBSBAD;PAKISTAN;28.28;68.45
ELT;EL-TOR;EGYPT;28.21;33.65
PKR;POKHARA;NEPAL;44620.00;83.98
CSX;CHANGCHA;CHINA;28.19;113.22
N/A;ALONG;INDIA;28.18;94.80
N/A;NEPALGUNJ;NEPAL;28.10;81.67
N/A;RASH MISHAB;SAUDI ARABIA;28.08;48.61
N/A;BIKANER;INDIA;28.07;73.21
IXT;PASIGHAT;INDIA;28.07;95.34
IAM;ZARZAITINE;ALGERIA;28.05;9.64
N/A;DEPARIZO;INDIA;27.99;94.22
XIC;XICHANG;CHINA;27.99;102.18
HBT;KING KHALID MIL.CITY;SAUDI ARABIA;27.90;45.53
N/A;RAS TANAJIB;SAUDI ARABIA;27.87;48.77
TKN;TOKUNOSHIMA;JAPAN;27.84;128.88
N/A;KHUZDHAR;PAKISTAN;27.79;66.64
SKZ;SUKKUR;PAKISTAN;27.72;68.79
TIN;TINDOUF;ALGERIA;44769.00;-8.17
KTM;KATHMANDU;NEPAL;27.70;85.36
N/A;LAR;IRAN;27.67;54.38
N/A;ZERO;INDIA;27.59;93.83
BWA;BHAIRAWA;NEPAL;27.51;83.42
N/A;GOLBANDI;IRAN;27.48;52.62
MOH;MOHANBARI;INDIA;27.48;95.02
HAS;HAIL;SAUDI ARABIA;27.44;41.69
N/A;OKIERABU;JAPAN;27.43;128.70
PBH;PARO;BHUTAN;27.40;89.43
N/A;LAMERD;IRAN;27.37;53.19
MJD;MOENJODARO;PAKISTAN;27.34;68.14
PBU;PUTAO;MYANMAR;27.33;97.43
IXI;LILABARI;INDIA;27.29;94.10
INZ;IN SALAH;ALGERIA;27.25;2.51
BND;BANDAR ABBAS;IRAN;27.22;56.38
N/A;BASTAK;IRAN;27.21;54.32
HRG;HURGHADA;EGYPT;27.18;33.80
N/A;BANDAR ABBAS;IRAN;27.16;56.17
AGR;AGRA;INDIA;27.16;77.96
N/A;ASYUT;EGYPT;27.05;31.01
RNJ;YORON;JAPAN;27.04;128.40
N/A;JUBAIL;SAUDI ARABIA;27.04;49.41
N/A;BAKSHI KA TALAB;INDIA;26.99;80.89
SEB;SEBHA;LIBYA;26.99;14.47
PJG;PANJGUR;PAKISTAN;26.95;64.13
JSA;JAISALMER;INDIA;26.89;70.86
N/A;LAVAN ISLAND;IRAN;26.81;53.36
LKO;LUCKNOW;INDIA;26.76;80.89
N/A;GHESHM I.;IRAN;26.76;55.90
YOP;GORAKHPUR;INDIA;26.74;83.45
JRH;JORHAT;INDIA;26.73;94.18
N/A;IEJIMA;JAPAN;26.73;127.76
N/A;RAS TANURA;SAUDI ARABIA;26.72;50.03
N/A;JANAKPUR;NEPAL;26.71;85.92
IXB;BAGHDOGRA;INDIA;26.68;88.33
VVZ;ILLIZI;ALGERIA;26.57;8.48
N/A;CHANDRAGARHI;NEPAL;26.57;88.08
BDH;BANDAR LENGEH;IRAN;26.53;54.82
KIH;KISH ISLAND;IRAN;26.53;53.98
BIR;BIRATNAGAR;NEPAL;26.48;87.26
DMM;DAMMAM;SAUDI ARABIA;26.47;49.80
KNU;KANPUR;INDIA;26.44;80.36
UEO;KUMEJIMA;JAPAN;26.36;126.71
DNA;KADENA;JAPAN;26.36;127.77
COH;COOCH-BEHAR;INDIA;26.33;89.47
ELQ;GASSIM;SAUDI ARABIA;26.30;43.77
GWL;GWALIOR;INDIA;26.29;78.23
N/A;FUTEMA;JAPAN;26.27;127.76
BAH;BAHRAIN;BAHRAIN;26.27;50.63
DHA;DHAHRAN;SAUDI ARABIA;26.27;50.15
JOH;JODHPUR;INDIA;26.25;73.05
N/A;RAIBARELLI;INDIA;26.25;81.38
MZW;MATSU;TAIWAN;26.22;120.00
EJH;WEJH;SAUDI ARABIA;26.20;36.48
OKA;NAHA;JAPAN;26.20;127.65
KHS;KHASAB;OMAN;26.17;56.24
N/A;MAZUFFARPUR;INDIA;44921.00;85.31
N/A;GAUHATI;INDIA;26.11;91.59
KTD;KITADAITO;JAPAN;25.95;131.32
FOC;FUZHOU;CHINA;25.93;119.66
N/A;BAHRAIN;BAHRAIN;25.92;50.59
N/A;ABQAIQ;SAUDI ARABIA;25.91;49.59
N/A;SIRI ISLAND;IRAN;25.91;54.54
N/A;ABUMUSA I.;IRAN;25.88;55.03
MMD;MINAMI DAITO;JAPAN;25.85;131.26
N/A;PURNEA;INDIA;25.76;87.41
SPD;SAIDPUR;BANGLADESH;25.76;88.91
BIM;ALICE TOWN;BAHAMAS;44767.00;-79.26
N/A;MIR PUR KHAS;PAKISTAN;25.68;69.07
LXR;LUXOR;EGYPT;25.67;32.71
N/A;JASK;IRAN;25.65;57.80
RKT;RAS AL KHAIMAH;UNITED ARAB EMIRATES;25.61;55.94
PAT;PATINA;INDIA;25.59;85.09
N/A;JHANSI;INDIA;25.49;78.56
VNS;VARANASI;INDIA;25.45;82.86
ZBR;CHAH BAHAR;IRAN;25.44;60.38
IXD;ALLAHABAD;INDIA;25.44;81.73
MYT;MYITKYINA;MYANMAR;25.38;97.35
N/A;NAMPONG;MYANMAR;25.35;97.30
SHJ;SHARJAH;UNITED ARAB EMIRATES;25.33;55.52
HDD;HYDERABAD;PAKISTAN;25.32;68.37
ORW;ORMARA;PAKISTAN;25.27;64.59
DOH;DOHA;QATAR;25.26;51.57
RGH;BALURGHAT;INDIA;25.26;88.80
DXB;DUBAI;UNITED ARAB EMIRATES;25.26;55.36
GWD;GWADAR;PAKISTAN;25.23;62.33
KWL;GUILIN;CHINA;25.22;110.04
N/A;THUMAMAH;SAUDI ARABIA;25.21;46.64
N/A;PETROLINE 3;SAUDI ARABIA;25.17;47.49
KTU;KOTA;INDIA;25.16;75.85
GHT;GHAT;LIBYA;25.15;10.14
N/A;DAS ISLAND;UNITED ARAB EMIRATES;25.15;52.87
FJR;FUJEIRAH;UNITED ARAB EMIRATES;25.11;56.32
TPE;TAIPEI;TAIWAN;44798.00;121.23
TSA;TAIPEI;TAIWAN;25.07;121.55
N/A;JIWANI;PAKISTAN;25.07;61.81
N/A;TAOYUAN;TAIWAN;25.06;121.24
KMG;KUNMING;CHINA;24.99;102.74
ZYL;SYLHET OSMANI;BANGLADESH;24.96;91.87
RUH;RIYADH;SAUDI ARABIA;24.96;46.70
IXS;SILCHAR;INDIA;24.91;92.98
KHI;KARACHI;PAKISTAN;24.91;67.16
N/A;KARACHI;PAKISTAN;24.89;66.94
N/A;ZIRKU;UNITED ARAB EMIRATES;24.86;53.08
N/A;LONGTANG;TAIWAN;24.86;121.24
BDN;TALHAR;PAKISTAN;24.84;68.84
SHI;SHIMOJISHIMA;JAPAN;24.83;125.15
HJR;KHAJURAHO;INDIA;24.82;79.92
N/A;HSINCHU;TAIWAN;24.82;120.94
IWO;IWOJIMA;JAPAN;24.78;141.32
MMY;MIYAKO;JAPAN;24.78;125.30
IMF;IMPHAL;INDIA;24.76;93.90
GAY;GAYA;INDIA;24.75;84.94
N/A;PETROLINE 6;SAUDI ARABIA;24.71;44.96
N/A;GUNA;INDIA;24.65;77.35
UDR;UDAIPUR;INDIA;24.62;73.91
MED;MADINAH;SAUDI ARABIA;24.55;39.71
