lat;lon;month;tavg
-31.92;26.88;Juni;11.25
-31.92;26.88;Juli;10.47777778
-31.92;26.88;August;12.37272727
-31.92;26.88;September;15.44
-31.92;26.88;Oktober;17.34545455
-31.92;26.88;November;18.56363636
-31.92;26.88;Dezember;20.475
-31.795;-60.48;Januar;24.99354839
-31.795;-60.48;Februar;23.58965517
-31.795;-60.48;Maerz;21.89677419
-31.795;-60.48;April;18.4
-31.795;-60.48;Mai;15.08709677
-31.795;-60.48;Juni;12.20666667
-31.795;-60.48;Juli;11.50322581
-31.795;-60.48;August;13.38387097
-31.795;-60.48;September;15.57
-31.795;-60.48;Oktober;18.58064516
-31.795;-60.48;November;21.44666667
-31.795;-60.48;Dezember;23.82333333
-31.749;-55.926;Januar;25.1125
-31.749;-55.926;Februar;23.18571429
-31.749;-55.926;Maerz;22.42
-31.749;-55.926;April;18.08333333
-31.749;-55.926;Mai;15.01
-31.749;-55.926;Juni;12.87142857
-31.749;-55.926;Juli;12.01666667
-31.749;-55.926;August;14.51111111
-31.749;-55.926;September;15.23
-31.749;-55.926;Oktober;18.8
-31.749;-55.926;November;20.95555556
-31.749;-55.926;Dezember;23.24285714
-31.718;-52.328;Januar;24.8
-31.718;-52.328;Februar;23.96666667
-31.718;-52.328;Maerz;23.3
-31.718;-52.328;April;20.63333333
-31.718;-52.328;Mai;16.53333333
-31.718;-52.328;Juni;15.23333333
-31.718;-52.328;Juli;12.66666667
-31.718;-52.328;August;14.075
-31.718;-52.328;September;16.3
-31.718;-52.328;Oktober;18.475
-31.718;-52.328;November;21.1
-31.718;-52.328;Dezember;22.925
-31.712;-60.812;Januar;25.00645161
-31.712;-60.812;Februar;23.59655172
-31.712;-60.812;Maerz;21.91290323
-31.712;-60.812;April;18.41290323
-31.712;-60.812;Mai;15.08387097
-31.712;-60.812;Juni;12.22
-31.712;-60.812;Juli;11.50645161
-31.712;-60.812;August;13.39677419
-31.712;-60.812;September;15.6
-31.712;-60.812;Oktober;18.59354839
-31.712;-60.812;November;21.46
-31.712;-60.812;Dezember;23.85
-31.64;18.55;Februar;22.5
-31.64;18.55;Maerz;21.2
-31.64;18.55;April;21.6
-31.64;18.55;Mai;16.2
-31.64;18.55;Juni;15.3
-31.64;18.55;Juli;11.9
-31.64;18.55;August;13.2
-31.64;18.55;September;15.8
-31.64;18.55;Oktober;19
-31.64;18.55;November;19.7
-31.64;18.55;Dezember;20.4
-31.606;29.52;Januar;22.375
-31.606;29.52;Februar;22.75
-31.606;29.52;Maerz;22.3
-31.606;29.52;April;20.4
-31.606;29.52;Mai;19.16
-31.606;29.52;Juni;18.06
-31.606;29.52;Juli;16.26666667
-31.606;29.52;August;16.81666667
-31.606;29.52;September;18.225
-31.606;29.52;Oktober;18.92
-31.606;29.52;November;20.55714286
-31.606;29.52;Dezember;22.24285714
-31.55;28.67;Januar;21.16666667
-31.55;28.67;Februar;21.6
-31.55;28.67;Maerz;20.18571429
-31.55;28.67;April;18.25
-31.55;28.67;Mai;15.67142857
-31.55;28.67;Juni;13.1
-31.55;28.67;Juli;12.4625
-31.55;28.67;August;14.24444444
-31.55;28.67;September;16.9
-31.55;28.67;Oktober;17.46666667
-31.55;28.67;November;18.71666667
-31.55;28.67;Dezember;20.07142857
-31.5;19.73;Januar;22.99354839
-31.5;19.73;Februar;22.88709677
-31.5;19.73;Maerz;20.87666667
-31.5;19.73;April;17.28
-31.5;19.73;Mai;13.59354839
-31.5;19.73;Juni;10.62580645
-31.5;19.73;Juli;10.08
-31.5;19.73;August;10.4483871
-31.5;19.73;September;13.09677419
-31.5;19.73;Oktober;16.46129032
-31.5;19.73;November;18.57096774
-31.5;19.73;Dezember;21.08387097
-31.44;-57.991;Januar;26.06774194
-31.44;-57.991;Februar;24.74516129
-31.44;-57.991;Maerz;22.98709677
-31.44;-57.991;April;19.42903226
-31.44;-57.991;Mai;15.6
-31.44;-57.991;Juni;13.11290323
-31.44;-57.991;Juli;12.38064516
-31.44;-57.991;August;14.40967742
-31.44;-57.991;September;16.3483871
-31.44;-57.991;Oktober;19.36451613
-31.44;-57.991;November;22.08387097
-31.44;-57.991;Dezember;24.70322581
-31.39;-54.112;Januar;23.80384615
-31.39;-54.112;Februar;22.93703704
-31.39;-54.112;Maerz;21.53461538
-31.39;-54.112;April;18.21538462
-31.39;-54.112;Mai;14.66666667
-31.39;-54.112;Juni;12.652
-31.39;-54.112;Juli;11.81304348
-31.39;-54.112;August;13.404
-31.39;-54.112;September;14.89615385
-31.39;-54.112;Oktober;17.72083333
-31.39;-54.112;November;20.25384615
-31.39;-54.112;Dezember;22.55384615
-31.324;-64.208;Januar;23.4516129
-31.324;-64.208;Februar;22.03870968
-31.324;-64.208;Maerz;20.57419355
-31.324;-64.208;April;17.47419355
-31.324;-64.208;Mai;13.78387097
-31.324;-64.208;Juni;10.79354839
-31.324;-64.208;Juli;10.02258065
-31.324;-64.208;August;12.6
-31.324;-64.208;September;15.23225806
-31.324;-64.208;Oktober;18.32258065
-31.324;-64.208;November;20.9
-31.324;-64.208;Dezember;23.02258065
-31.297;-57.996;Januar;25.56451613
-31.297;-57.996;Februar;24.28387097
-31.297;-57.996;Maerz;22.62580645
-31.297;-57.996;April;19.11290323
-31.297;-57.996;Mai;15.39032258
-31.297;-57.996;Juni;12.95806452
-31.297;-57.996;Juli;12.16451613
-31.297;-57.996;August;14.18064516
-31.297;-57.996;September;16.1483871
-31.297;-57.996;Oktober;19.03870968
-31.297;-57.996;November;21.68709677
-31.297;-57.996;Dezember;24.24516129
-31.14;136.82;Januar;27.72258065
-31.14;136.82;Februar;27.03225806
-31.14;136.82;Maerz;23.85483871
-31.14;136.82;April;19.78709677
-31.14;136.82;Mai;15.28064516
-31.14;136.82;Juni;12.0516129
-31.14;136.82;Juli;11.69354839
-31.14;136.82;August;13.28387097
-31.14;136.82;September;16.80645161
-31.14;136.82;Oktober;19.85
-31.14;136.82;November;23.25483871
-31.14;136.82;Dezember;25.60967742
-31.08;150.85;Januar;23
-31.08;150.85;Februar;22.95
-31.08;150.85;Maerz;20.2
-31.08;150.85;April;15
-31.08;150.85;Mai;11.7
-31.08;150.85;Juni;9.6
-31.08;150.85;Juli;9.2
-31.08;150.85;August;11.1
-31.08;150.85;September;13.1
-31.08;150.85;November;19.3
-31.08;150.85;Dezember;22.5
-30.974;-55.476;Januar;24.79583333
-30.974;-55.476;Februar;23.45416667
-30.974;-55.476;Maerz;22.13703704
-30.974;-55.476;April;18.75384615
-30.974;-55.476;Mai;15.27407407
-30.974;-55.476;Juni;12.812
-30.974;-55.476;Juli;12.18666667
-30.974;-55.476;August;14.01538462
-30.974;-55.476;September;15.47931034
-30.974;-55.476;Oktober;18.41785714
-30.974;-55.476;November;21.05
-30.974;-55.476;Dezember;23.66538462
-30.86;30.34;Januar;23.06363636
-30.86;30.34;Februar;23.41538462
-30.86;30.34;Maerz;22.525
-30.86;30.34;April;20.9
-30.86;30.34;Mai;19.3
-30.86;30.34;Juni;17.8
-30.86;30.34;Juli;17.26428571
-30.86;30.34;August;17.58823529
-30.86;30.34;September;18.41428571
-30.86;30.34;Oktober;19.19
-30.86;30.34;November;20.09090909
-30.86;30.34;Dezember;22.18888889
-30.79;121.46;Januar;26.18064516
-30.79;121.46;Februar;25.1483871
-30.79;121.46;Maerz;22.66129032
-30.79;121.46;April;19.35806452
-30.79;121.46;Mai;15.02666667
-30.79;121.46;Juni;11.9516129
-30.79;121.46;Juli;11.38064516
-30.79;121.46;August;12.67096774
-30.79;121.46;September;15.57666667
-30.79;121.46;Oktober;19.25483871
-30.79;121.46;November;21.99677419
-30.79;121.46;Dezember;24.51290323
-30.401;-56.508;Januar;25.52962963
-30.401;-56.508;Februar;24.36923077
-30.401;-56.508;Maerz;22.94333333
-30.401;-56.508;April;19.21851852
-30.401;-56.508;Mai;15.59285714
-30.401;-56.508;Juni;13.36538462
-30.401;-56.508;Juli;12.5
-30.401;-56.508;August;14.91785714
-30.401;-56.508;September;16.41785714
-30.401;-56.508;Oktober;19.47241379
-30.401;-56.508;November;21.86428571
-30.401;-56.508;Dezember;24.31071429
-30.345;-66.294;Januar;26.82413793
-30.345;-66.294;Februar;25.39642857
-30.345;-66.294;Maerz;23.22068966
-30.345;-66.294;April;19.50714286
-30.345;-66.294;Mai;15.37
-30.345;-66.294;Juni;12.06
-30.345;-66.294;Juli;11.39
-30.345;-66.294;August;14.50322581
-30.345;-66.294;September;18.16896552
-30.345;-66.294;Oktober;22.08064516
-30.345;-66.294;November;24.54137931
-30.345;-66.294;Dezember;26.58518519
-30.32;153.12;Januar;23.58709677
-30.32;153.12;Februar;23.27096774
-30.32;153.12;Maerz;21.99677419
-30.32;153.12;April;19.50645161
-30.32;153.12;Mai;16.56129032
-30.32;153.12;Juni;14.39354839
-30.32;153.12;Juli;13.54516129
-30.32;153.12;August;14.49354839
-30.32;153.12;September;16.96129032
-30.32;153.12;Oktober;19.00645161
-30.32;153.12;November;20.80967742
-30.32;153.12;Dezember;22.31612903
-30.272;-57.64;Januar;26.25769231
-30.272;-57.64;Februar;25.02307692
-30.272;-57.64;Maerz;23.54444444
-30.272;-57.64;April;19.93461538
-30.272;-57.64;Mai;16.21111111
-30.272;-57.64;Juni;13.97407407
-30.272;-57.64;Juli;13.20357143
-30.272;-57.64;August;15.21851852
-30.272;-57.64;September;17.15555556
-30.272;-57.64;Oktober;20.12222222
-30.272;-57.64;November;22.73333333
-30.272;-57.64;Dezember;24.95714286
-29.994;-51.171;Januar;25.175
-29.994;-51.171;Februar;24.77419355
-29.994;-51.171;Maerz;23.6137931
-29.994;-51.171;April;20.86551724
-29.994;-51.171;Mai;17.17
-29.994;-51.171;Juni;14.94482759
-29.994;-51.171;Juli;14.31428571
-29.994;-51.171;August;15.94666667
-29.994;-51.171;September;17.34444444
-29.994;-51.171;Oktober;19.91851852
-29.994;-51.171;November;21.9137931
-29.994;-51.171;Dezember;23.93214286
-29.97;30.95;Januar;24.36
-29.97;30.95;Februar;24.83666667
-29.97;30.95;Maerz;23.94666667
-29.97;30.95;April;21.86896552
-29.97;30.95;Mai;19.60689655
-29.97;30.95;Juni;17.46551724
-29.97;30.95;Juli;16.95666667
-29.97;30.95;August;18.09666667
-29.97;30.95;September;19.36333333
-29.97;30.95;Oktober;20.3
-29.97;30.95;November;21.61612903
-29.97;30.95;Dezember;23.22258065
-29.946;-51.144;Januar;25.175
-29.946;-51.144;Februar;24.77419355
-29.946;-51.144;Maerz;23.6137931
-29.946;-51.144;April;20.86551724
-29.946;-51.144;Mai;17.17
-29.946;-51.144;Juni;14.94482759
-29.946;-51.144;Juli;14.31428571
-29.946;-51.144;August;15.94666667
-29.946;-51.144;September;17.34444444
-29.946;-51.144;Oktober;19.91851852
-29.946;-51.144;November;21.9137931
-29.946;-51.144;Dezember;23.93214286
-29.916;-71.191;Januar;17.31290323
-29.916;-71.191;Februar;17.27666667
-29.916;-71.191;Maerz;16.1
-29.916;-71.191;April;14.20645161
-29.916;-71.191;Mai;12.61612903
-29.916;-71.191;Juni;11.26774194
-29.916;-71.191;Juli;10.59354839
-29.916;-71.191;August;11.11290323
-29.916;-71.191;September;12.01290323
-29.916;-71.191;Oktober;13.0483871
-29.916;-71.191;November;14.43548387
-29.916;-71.191;Dezember;15.91
-29.782;-57.038;Januar;26.49032258
-29.782;-57.038;Februar;25.72580645
-29.782;-57.038;Maerz;24.39354839
-29.782;-57.038;April;21.03870968
-29.782;-57.038;Mai;17.14193548
-29.782;-57.038;Juni;14.89354839
-29.782;-57.038;Juli;14.29677419
-29.782;-57.038;August;16.29354839
-29.782;-57.038;September;18
-29.782;-57.038;Oktober;20.8
-29.782;-57.038;November;23.18064516
-29.782;-57.038;Dezember;25.53548387
-29.711;-53.688;Januar;26
-29.711;-53.688;Februar;24.43333333
-29.711;-53.688;Maerz;23.45
-29.711;-53.688;April;20.425
-29.711;-53.688;Mai;16.425
-29.711;-53.688;Juni;16.3
-29.711;-53.688;Juli;14.03333333
-29.711;-53.688;August;16.44285714
-29.711;-53.688;September;17.78
-29.711;-53.688;Oktober;20.225
-29.711;-53.688;November;22.84
-29.711;-53.688;Dezember;24.675
-29.689;-57.152;Januar;26.06451613
-29.689;-57.152;Februar;25.2
-29.689;-57.152;Maerz;23.51612903
-29.689;-57.152;April;20.29677419
-29.689;-57.152;Mai;16.49032258
-29.689;-57.152;Juni;14.25483871
-29.689;-57.152;Juli;13.56129032
-29.689;-57.152;August;15.59354839
-29.689;-57.152;September;17.37096774
-29.689;-57.152;Oktober;20.17419355
-29.689;-57.152;November;22.62258065
-29.689;-57.152;Dezember;24.96774194
-29.65;30.4;Januar;20.04
-29.65;30.4;Februar;19.96666667
-29.65;30.4;Maerz;19.4
-29.65;30.4;April;17.275
-29.65;30.4;Mai;14.3
-29.65;30.4;Juni;11.88333333
-29.65;30.4;Juli;11.11666667
-29.65;30.4;August;13.43333333
-29.65;30.4;September;15.95
-29.65;30.4;Oktober;16.2
-29.65;30.4;November;17.475
-29.65;30.4;Dezember;19.46666667
-29.46;27.55;Februar;18.4
-29.46;27.55;Maerz;16.5
-29.46;27.55;April;14.6
-29.46;27.55;Mai;9.7
-29.46;27.55;Juni;8.2
-29.46;27.55;Juli;5.7
-29.46;27.55;August;9.3
-29.46;27.55;September;14.4
-29.46;27.55;Oktober;14.3
-29.46;27.55;November;16.6
-29.46;27.55;Dezember;16.7
-29.381;-66.796;Januar;27.6516129
-29.381;-66.796;Februar;25.94333333
-29.381;-66.796;Maerz;24.02258065
-29.381;-66.796;April;20.1
-29.381;-66.796;Mai;15.41290323
-29.381;-66.796;Juni;11.80322581
-29.381;-66.796;Juli;10.90322581
-29.381;-66.796;August;14.47741935
-29.381;-66.796;September;18.37
-29.381;-66.796;Oktober;22.83225806
-29.381;-66.796;November;25.6
-29.381;-66.796;Dezember;27.60322581
-29.3;27.5;Februar;18.4
-29.3;27.5;Maerz;16.5
-29.3;27.5;April;14.6
-29.3;27.5;Mai;9.7
-29.3;27.5;Juni;8.2
-29.3;27.5;Juli;5.7
-29.3;27.5;August;9.3
-29.3;27.5;September;14.4
-29.3;27.5;Oktober;14.3
-29.3;27.5;November;16.6
-29.3;27.5;Dezember;16.7
-29.224;-67.439;Januar;26.02
-29.224;-67.439;Februar;25.11111111
-29.224;-67.439;Maerz;23.28
-29.224;-67.439;April;17.84285714
-29.224;-67.439;Mai;13.71666667
-29.224;-67.439;Juni;10.86666667
-29.224;-67.439;Juli;10.09
-29.224;-67.439;August;12.98
-29.224;-67.439;September;16.27777778
-29.224;-67.439;Oktober;20.4375
-29.224;-67.439;November;23.2625
-29.224;-67.439;Dezember;25.8875
-29.21;-59.691;Januar;26.43225806
-29.21;-59.691;Februar;25.37419355
-29.21;-59.691;Maerz;23.6483871
-29.21;-59.691;April;20.5
-29.21;-59.691;Mai;16.89677419
-29.21;-59.691;Juni;14.41612903
-29.21;-59.691;Juli;13.62580645
-29.21;-59.691;August;15.78387097
-29.21;-59.691;September;17.72666667
-29.21;-59.691;Oktober;20.81612903
-29.21;-59.691;November;23.04193548
-29.21;-59.691;Dezember;25.32903226
-29.197;-51.188;Januar;23.2
-29.197;-51.188;Februar;21.35
-29.197;-51.188;Maerz;20.43333333
-29.197;-51.188;April;17.83333333
-29.197;-51.188;Mai;14.1
-29.197;-51.188;Juni;13.8
-29.197;-51.188;Juli;12.9
-29.197;-51.188;August;13.2
-29.197;-51.188;September;15.76666667
-29.197;-51.188;Oktober;17.925
-29.197;-51.188;November;18.9
-29.197;-51.188;Dezember;21.46666667
-29.18;27.45;Februar;18.4
-29.18;27.45;Maerz;16.5
-29.18;27.45;April;14.6
-29.18;27.45;Mai;9.7
-29.18;27.45;Juni;8.2
-29.18;27.45;Juli;5.7
-29.18;27.45;August;9.3
-29.18;27.45;September;14.4
-29.18;27.45;Oktober;14.3
-29.18;27.45;November;16.6
-29.18;27.45;Dezember;16.7
-29.09;26.3;Januar;22.74516129
-29.09;26.3;Februar;21.95806452
-29.09;26.3;Maerz;19.63225806
-29.09;26.3;April;15.44666667
-29.09;26.3;Mai;11.35806452
-29.09;26.3;Juni;7.761290323
-29.09;26.3;Juli;7.529032258
-29.09;26.3;August;10.42903226
-29.09;26.3;September;14.99677419
-29.09;26.3;Oktober;18.16451613
-29.09;26.3;November;19.95806452
-29.09;26.3;Dezember;21.96774194
-29.04;167.94;Januar;21.91612903
-29.04;167.94;Februar;22.40322581
-29.04;167.94;Maerz;21.66451613
-29.04;167.94;April;20.29354839
-29.04;167.94;Mai;18.68064516
-29.04;167.94;Juni;17.10645161
-29.04;167.94;Juli;16.21612903
-29.04;167.94;August;15.9516129
-29.04;167.94;September;16.67741935
-29.04;167.94;Oktober;17.65483871
-29.04;167.94;November;18.9
-29.04;167.94;Dezember;20.74516129
-29.03;26.16;Januar;22.74516129
-29.03;26.16;Februar;21.95806452
-29.03;26.16;Maerz;19.63225806
-29.03;26.16;April;15.44666667
-29.03;26.16;Mai;11.35806452
-29.03;26.16;Juni;7.761290323
-29.03;26.16;Juli;7.529032258
-29.03;26.16;August;10.42903226
-29.03;26.16;September;14.99677419
-29.03;26.16;Oktober;18.16451613
-29.03;26.16;November;19.95806452
-29.03;26.16;Dezember;21.96774194
-28.82;27.91;Januar;20.45
-28.82;27.91;Februar;19.58333333
-28.82;27.91;Maerz;17.8625
-28.82;27.91;April;14.1125
-28.82;27.91;Mai;10.59
-28.82;27.91;Juni;7.033333333
-28.82;27.91;Juli;6.877777778
-28.82;27.91;August;9.55
-28.82;27.91;September;14.725
-28.82;27.91;Oktober;16.225
-28.82;27.91;November;18.98
-28.82;27.91;Dezember;19.82857143
-28.8;24.77;Januar;24.81290323
-28.8;24.77;Februar;24.34193548
-28.8;24.77;Maerz;21.97666667
-28.8;24.77;April;17.89
-28.8;24.77;Mai;13.86129032
-28.8;24.77;Juni;10.38709677
-28.8;24.77;Juli;10.1483871
-28.8;24.77;August;12.81290323
-28.8;24.77;September;17.21290323
-28.8;24.77;Oktober;20.38064516
-28.8;24.77;November;22.31612903
-28.8;24.77;Dezember;24.20322581
-28.74;32.09;Februar;24.4
-28.74;32.09;Maerz;24
-28.74;32.09;April;22.3
-28.74;32.09;Mai;19.8
-28.74;32.09;Juni;18.2
-28.74;32.09;Juli;17
-28.74;32.09;August;18.2
-28.74;32.09;September;19.5
-28.74;32.09;Oktober;20.1
-28.74;32.09;November;22.1
-28.74;32.09;Dezember;23.9
-28.726;-49.425;Januar;24
-28.726;-49.425;Februar;23.6
-28.726;-49.425;Maerz;23.3
-28.726;-49.425;April;20.9
-28.726;-49.425;Mai;15.8
-28.726;-49.425;Juni;15.1
-28.726;-49.425;Juli;14
-28.726;-49.425;August;16.7
-28.726;-49.425;September;18.9
-28.726;-49.425;Oktober;19.5
-28.726;-49.425;November;21.1
-28.726;-49.425;Dezember;22.3
-28.596;-65.752;Januar;27.57741935
-28.596;-65.752;Februar;26.26451613
-28.596;-65.752;Maerz;24.68709677
-28.596;-65.752;April;20.82666667
-28.596;-65.752;Mai;16.32903226
-28.596;-65.752;Juni;12.34193548
-28.596;-65.752;Juli;11.82580645
-28.596;-65.752;August;15.91612903
-28.596;-65.752;September;19.95806452
-28.596;-65.752;Oktober;23.68709677
-28.596;-65.752;November;25.91290323
-28.596;-65.752;Dezember;27.65806452
-28.582;29.75;Januar;21.35454545
-28.582;29.75;Februar;21.475
-28.582;29.75;Maerz;20.16666667
-28.582;29.75;April;17.28461538
-28.582;29.75;Mai;14.29230769
-28.582;29.75;Juni;11.725
-28.582;29.75;Juli;11.81666667
-28.582;29.75;August;13.95384615
-28.582;29.75;September;17.26153846
-28.582;29.75;Oktober;18.04615385
-28.582;29.75;November;19.79230769
-28.582;29.75;Dezember;20.82142857
-28.58;16.53;Januar;19.65333333
-28.58;16.53;Februar;19.66428571
-28.58;16.53;Maerz;19.16666667
-28.58;16.53;April;18.37058824
-28.58;16.53;Mai;16.72941176
-28.58;16.53;Juni;15.5
-28.58;16.53;Juli;15.30625
-28.58;16.53;August;14.42352941
-28.58;16.53;September;15.38
-28.58;16.53;Oktober;16.58125
-28.58;16.53;November;17.74705882
-28.58;16.53;Dezember;19.06666667
-28.4;21.26;Januar;28.33225806
-28.4;21.26;Februar;27.84193548
-28.4;21.26;Maerz;25.57741935
-28.4;21.26;April;21.30666667
-28.4;21.26;Mai;16.78387097
-28.4;21.26;Juni;12.81612903
-28.4;21.26;Juli;12.51935484
-28.4;21.26;August;14.53225806
-28.4;21.26;September;18.65806452
-28.4;21.26;Oktober;22.39032258
-28.4;21.26;November;24.81612903
-28.4;21.26;Dezember;27.24193548
-28.32;31.42;Februar;21.9
-28.32;31.42;Maerz;22.1
-28.32;31.42;April;20.5
-28.32;31.42;Mai;17.4
-28.32;31.42;Juni;15.4
-28.32;31.42;Juli;13.9
-28.32;31.42;August;16.2
-28.32;31.42;September;18.3
-28.32;31.42;Oktober;18.4
-28.32;31.42;November;20.3
-28.32;31.42;Dezember;21.9
-28.282;-54.169;Februar;22.8
-28.282;-54.169;Maerz;22.4
-28.282;-54.169;April;20.3
-28.282;-54.169;Mai;15.3
-28.282;-54.169;Juni;13.8
-28.282;-54.169;Juli;13.9
-28.282;-54.169;August;17.3
-28.282;-54.169;September;18.9
-28.282;-54.169;Oktober;19.7
-28.282;-54.169;November;23.4
-28.282;-54.169;Dezember;25.8
-28.26;22.99;Januar;25.3875
-28.26;22.99;Februar;24.21428571
-28.26;22.99;Maerz;22.25
-28.26;22.99;April;17.8
-28.26;22.99;Mai;14.4
-28.26;22.99;Juni;11.07142857
-28.26;22.99;Juli;10.44444444
-28.26;22.99;August;12.95714286
-28.26;22.99;September;17.51428571
-28.26;22.99;Oktober;20.7
-28.26;22.99;November;21.9
-28.26;22.99;Dezember;23.9
-28.25;28.34;Januar;19.48333333
-28.25;28.34;Februar;19.09
-28.25;28.34;Maerz;17.45483871
-28.25;28.34;April;13.99666667
-28.25;28.34;Mai;10.43225806
-28.25;28.34;Juni;7.272413793
-28.25;28.34;Juli;7.04
-28.25;28.34;August;9.864516129
-28.25;28.34;September;13.79354839
-28.25;28.34;Oktober;16.10645161
-28.25;28.34;November;17.47096774
-28.25;28.34;Dezember;18.85333333
-28.244;-52.326;Januar;23.3
-28.244;-52.326;Februar;22
-28.244;-52.326;Maerz;21.66
-28.244;-52.326;April;18.76
-28.244;-52.326;Mai;15.975
-28.244;-52.326;Juni;12.8
-28.244;-52.326;Juli;13.8
-28.244;-52.326;August;15.36666667
-28.244;-52.326;September;17.6
-28.244;-52.326;Oktober;19.33333333
-28.244;-52.326;November;21
-28.244;-52.326;Dezember;23.08571429
-28.24;29.11;Januar;18.26666667
-28.24;29.11;Februar;17.94
-28.24;29.11;Maerz;17.36
-28.24;29.11;April;14.12857143
-28.24;29.11;Mai;11.71111111
-28.24;29.11;Juni;8.7
-28.24;29.11;Juli;8.433333333
-28.24;29.11;August;11.6
-28.24;29.11;September;14.7
-28.24;29.11;Oktober;15.96
-28.24;29.11;November;17.03333333
-28.24;29.11;Dezember;18.2
-28.16;153.51;Januar;24.55
-28.16;153.51;Februar;24.66
-28.16;153.51;Maerz;23.66666667
-28.16;153.51;April;20.7
-28.16;153.51;Mai;18.12
-28.16;153.51;Juni;16.325
-28.16;153.51;Juli;15.38333333
-28.16;153.51;August;16.11428571
-28.16;153.51;September;18.3875
-28.16;153.51;Oktober;20.38571429
-28.16;153.51;November;22.13333333
-28.16;153.51;Dezember;23.75714286
-27.79;30.8;Januar;21.475
-27.79;30.8;Februar;21.475
-27.79;30.8;Maerz;20.625
-27.79;30.8;April;17.04
-27.79;30.8;Mai;14.77142857
-27.79;30.8;Juni;12.72
-27.79;30.8;Juli;12.23333333
-27.79;30.8;August;15.76666667
-27.79;30.8;September;17.9
-27.79;30.8;Oktober;18.18
-27.79;30.8;November;19.95
-27.79;30.8;Dezember;20.875
-27.782;-50.281;Januar;22.7
-27.782;-50.281;Februar;23
-27.782;-50.281;Maerz;20.15
-27.782;-50.281;April;17.55
-27.782;-50.281;Mai;14.2
-27.782;-50.281;Juni;12.9
-27.782;-50.281;Juli;12.1
-27.782;-50.281;August;13.95
-27.782;-50.281;September;16.43333333
-27.782;-50.281;Oktober;18.33333333
-27.782;-50.281;November;19.45
-27.782;-50.281;Dezember;21.36666667
-27.77;29.98;Februar;19.9
-27.77;29.98;Maerz;20
-27.77;29.98;April;17.2
-27.77;29.98;Mai;13.3
-27.77;29.98;Juni;10.9
-27.77;29.98;Juli;9.9
-27.77;29.98;August;13.3
-27.77;29.98;September;17
-27.77;29.98;Oktober;17.6
-27.77;29.98;November;20.5
-27.77;29.98;Dezember;20
-27.766;-64.31;Januar;26.87407407
-27.766;-64.31;Februar;25.68148148
-27.766;-64.31;Maerz;23.77037037
-27.766;-64.31;April;20.17307692
-27.766;-64.31;Mai;16.19259259
-27.766;-64.31;Juni;13.1037037
-27.766;-64.31;Juli;12.25925926
-27.766;-64.31;August;15.39230769
-27.766;-64.31;September;19.11481481
-27.766;-64.31;Oktober;22.91481481
-27.766;-64.31;November;25.052
-27.766;-64.31;Dezember;26.704
-27.672;-48.548;Januar;25.07333333
-27.672;-48.548;Februar;25.24666667
-27.672;-48.548;Maerz;24.53333333
-27.672;-48.548;April;22.31071429
-27.672;-48.548;Mai;19.39
-27.672;-48.548;Juni;17.47586207
-27.672;-48.548;Juli;16.66785714
-27.672;-48.548;August;17.41
-27.672;-48.548;September;18.74
-27.672;-48.548;Oktober;20.60740741
-27.672;-48.548;November;22.20714286
-27.672;-48.548;Dezember;24.07741935
-27.57;153.01;Januar;25.12580645
-27.57;153.01;Februar;24.82258065
-27.57;153.01;Maerz;23.60322581
-27.57;153.01;April;21.01612903
-27.57;153.01;Mai;18.09032258
-27.57;153.01;Juni;15.74193548
-27.57;153.01;Juli;14.93225806
-27.57;153.01;August;15.8516129
-27.57;153.01;September;18.41935484
-27.57;153.01;Oktober;20.56451613
-27.57;153.01;November;22.53225806
-27.57;153.01;Dezember;23.98709677
-27.45;-59.056;Januar;26.92258065
-27.45;-59.056;Februar;26.07419355
-27.45;-59.056;Maerz;24.76129032
-27.45;-59.056;April;21.4483871
-27.45;-59.056;Mai;17.71290323
-27.45;-59.056;Juni;15.83548387
-27.45;-59.056;Juli;14.84516129
-27.45;-59.056;August;17.06129032
-27.45;-59.056;September;19.26129032
-27.45;-59.056;Oktober;22.15806452
-27.45;-59.056;November;23.77419355
-27.45;-59.056;Dezember;25.96451613
-27.445;-58.762;Januar;27.02258065
-27.445;-58.762;Februar;26.17096774
-27.445;-58.762;Maerz;24.70322581
-27.445;-58.762;April;21.72580645
-27.445;-58.762;Mai;18.10322581
-27.445;-58.762;Juni;16.20967742
-27.445;-58.762;Juli;15.41935484
-27.445;-58.762;August;17.30322581
-27.445;-58.762;September;19.30645161
-27.445;-58.762;Oktober;22.08387097
-27.445;-58.762;November;23.87419355
-27.445;-58.762;Dezember;26.01612903
-27.41;151.74;Januar;25.25
-27.41;151.74;Februar;24.675
-27.41;151.74;Maerz;21.55
-27.41;151.74;April;18.4
-27.41;151.74;Mai;13.45
-27.41;151.74;Juni;11.88333333
-27.41;151.74;Juli;11.675
-27.41;151.74;August;12.575
-27.41;151.74;September;16.5
-27.41;151.74;Oktober;19.275
-27.41;151.74;November;21.86666667
-27.41;151.74;Dezember;23.86
-27.386;-55.971;Januar;27.2483871
-27.386;-55.971;Februar;26.49354839
-27.386;-55.971;Maerz;25.21290323
-27.386;-55.971;April;22.35483871
-27.386;-55.971;Mai;18.6
-27.386;-55.971;Juni;17.12903226
-27.386;-55.971;Juli;16.37419355
-27.386;-55.971;August;18.34193548
-27.386;-55.971;September;20.07741935
-27.386;-55.971;Oktober;22.57419355
